이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,
요거트아이스크림의정석 부산대점,부산광역시 금정구 장전동 129-13,6,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,0,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,1,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,2,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,3,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,4,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,5,,,,,,,,
에바다꼬치,부산광역시 금정구 장전동 130-16,6,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,0,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,1,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,2,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,3,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,4,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,5,,,,,,,,
셰프윤찹쌀꽈배기,부산광역시 금정구 장전동 130-25,6,,,,,,,,
마산분식,부산광역시 금정구 장전동 146-1,0,,,,,,TRUE,,
마산분식,부산광역시 금정구 장전동 146-1,1,9:00,20:00,,,,,,
마산분식,부산광역시 금정구 장전동 146-1,2,9:00,20:00,,,,,,
마산분식,부산광역시 금정구 장전동 146-1,3,9:00,20:00,,,,,,
마산분식,부산광역시 금정구 장전동 146-1,4,9:00,20:00,,,,,,
마산분식,부산광역시 금정구 장전동 146-1,5,9:00,20:00,,,,,,
마산분식,부산광역시 금정구 장전동 146-1,6,9:00,20:00,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,0,,,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,1,,,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,2,,,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,3,,,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,4,,,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,5,,,,,,,,
땡초떡볶이,부산광역시 금정구 장전동 146-19,6,,,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,0,9:00,20:00,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,1,9:00,20:00,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,2,9:00,20:00,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,3,9:00,20:00,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,4,9:00,20:00,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,5,9:00,20:00,,,,,,
두근두근주먹밥,부산광역시 금정구 장전동 146-6,6,9:00,20:00,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,0,,,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,1,,,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,2,,,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,3,,,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,4,,,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,5,,,,,,,,
봉구스밥버거 부산대점,부산광역시 금정구 장전동 147-22,6,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,0,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,1,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,2,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,3,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,4,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,5,,,,,,,,
금정떡마을,부산광역시 금정구 장전동 152-23,6,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,0,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,1,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,2,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,3,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,4,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,5,,,,,,,,
파리바게트,부산광역시 금정구 장전동 154-2,6,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,0,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,1,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,2,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,3,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,4,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,5,,,,,,,,
호자베이커리,부산광역시 금정구 장전동 154-33,6,,,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,0,12:00,1:00,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,1,12:00,1:00,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,2,12:00,1:00,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,3,12:00,1:00,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,4,12:00,1:00,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,5,12:00,1:00,,,,,,
과일빙수항그,부산광역시 금정구 장전동 154-7,6,12:00,1:00,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,0,,,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,1,,,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,2,,,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,3,,,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,4,,,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,5,,,,,,,,
츄러스1500 부산대점,부산광역시 금정구 장전동 155-16,6,,,,,,,,
더김밥77,부산광역시 금정구 장전동 155-19,0,,,,,,TRUE,,
더김밥77,부산광역시 금정구 장전동 155-19,1,10:00,20:00,,,,,,
더김밥77,부산광역시 금정구 장전동 155-19,2,10:00,20:00,,,,,,
더김밥77,부산광역시 금정구 장전동 155-19,3,10:00,20:00,,,,,,
더김밥77,부산광역시 금정구 장전동 155-19,4,10:00,20:00,,,,,,
더김밥77,부산광역시 금정구 장전동 155-19,5,10:00,20:00,,,,,,
더김밥77,부산광역시 금정구 장전동 155-19,6,10:00,15:00,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,0,,,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,1,,,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,2,,,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,3,,,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,4,,,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,5,,,,,,,,
이가네떡볶이,부산광역시 금정구 장전동 158-2,6,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,0,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,1,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,2,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,3,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,4,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,5,,,,,,,,
베리베리케이크,부산광역시 금정구 장전동 213-3,6,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,0,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,1,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,2,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,3,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,4,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,5,,,,,,,,
부산떡방앗간,부산광역시 금정구 장전동 213-9,6,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,0,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,1,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,2,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,3,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,4,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,5,,,,,,,,
밀당,부산광역시 금정구 장전동 222-1,6,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,0,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,1,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,2,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,3,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,4,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,5,,,,,,,,
오뚜기분식,부산광역시 금정구 장전동 225-4 ,6,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,0,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,1,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,2,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,3,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,4,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,5,,,,,,,,
소사베이커리,부산광역시 금정구 장전동 232-18,6,,,,,,,,
니다나과자점,부산광역시 금정구 장전동 263-58,0,,,,,,TRUE,,
니다나과자점,부산광역시 금정구 장전동 263-58,1,12:00,20:00,,,,,,
니다나과자점,부산광역시 금정구 장전동 263-58,2,12:00,20:00,,,,,,
니다나과자점,부산광역시 금정구 장전동 263-58,3,12:00,20:00,,,,,,
니다나과자점,부산광역시 금정구 장전동 263-58,4,12:00,20:00,,,,,,
니다나과자점,부산광역시 금정구 장전동 263-58,5,12:00,20:00,,,,,,
니다나과자점,부산광역시 금정구 장전동 263-58,6,,,,,,TRUE,,
몽중양과,부산광역시 금정구 장전동 263-58,0,,,,,,TRUE,,
몽중양과,부산광역시 금정구 장전동 263-58,1,11:00,19:30,,,,,,
몽중양과,부산광역시 금정구 장전동 263-58,2,11:00,19:30,,,,,,
몽중양과,부산광역시 금정구 장전동 263-58,3,,,,,,TRUE,,
몽중양과,부산광역시 금정구 장전동 263-58,4,11:00,19:30,,,,,,
몽중양과,부산광역시 금정구 장전동 263-58,5,11:00,19:30,,,,,,
몽중양과,부산광역시 금정구 장전동 263-58,6,11:00,19:30,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,0,,,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,1,,,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,2,,,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,3,,,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,4,,,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,5,,,,,,,,
북문분식,부산광역시 금정구 장전동 271-14,6,,,,,,,,
의리빙수,부산광역시 금정구 장전동 271-19,0,,,,,,TRUE,,
의리빙수,부산광역시 금정구 장전동 271-19,1,18:00,3:00,,,,,,
의리빙수,부산광역시 금정구 장전동 271-19,2,18:00,3:00,,,,,,
의리빙수,부산광역시 금정구 장전동 271-19,3,18:00,3:00,,,,,,
의리빙수,부산광역시 금정구 장전동 271-19,4,18:00,3:00,,,,,,
의리빙수,부산광역시 금정구 장전동 271-19,5,18:00,3:00,,,,,,
의리빙수,부산광역시 금정구 장전동 271-19,6,18:00,3:00,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,0,,,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,1,,,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,2,,,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,3,,,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,4,,,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,5,,,,,,,,
명랑시대쌀핫도그 부산대점,부산광역시 금정구 장전동 292-3,6,,,,,,,,
이도씨베이킹,부산광역시 금정구 장전동 293-105,0,0:00,,,,,,케이크 주문은 미리 전화로,
이도씨베이킹,부산광역시 금정구 장전동 293-105,1,0:00,,,,,,케이크 주문은 미리 전화로,
이도씨베이킹,부산광역시 금정구 장전동 293-105,2,0:00,,,,,,케이크 주문은 미리 전화로,
이도씨베이킹,부산광역시 금정구 장전동 293-105,3,0:00,,,,,,케이크 주문은 미리 전화로,
이도씨베이킹,부산광역시 금정구 장전동 293-105,4,0:00,,,,,,케이크 주문은 미리 전화로,
이도씨베이킹,부산광역시 금정구 장전동 293-105,5,0:00,,,,,,케이크 주문은 미리 전화로,
이도씨베이킹,부산광역시 금정구 장전동 293-105,6,0:00,,,,,,케이크 주문은 미리 전화로,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,0,,,,,,,,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,1,,,,,,,,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,2,,,,,,,,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,3,,,,,,,,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,4,,,,,,,,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,5,,,,,,,,
베스킨라빈스부산대역점,부산광역시 금정구 장전동 293-116,6,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,0,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,1,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,2,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,3,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,4,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,5,,,,,,,,
빨봉분식부산대역점,부산광역시 금정구 장전동 293-117,6,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,0,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,1,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,2,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,3,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,4,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,5,,,,,,,,
서브웨이부산대역점,부산광역시 금정구 장전동 293-128,6,,,,,,,,
세이지케이크,부산광역시 금정구 장전동 293-166,0,11:00,19:00,,,,,픽업은 24시간 가능,
세이지케이크,부산광역시 금정구 장전동 293-166,1,11:00,19:00,,,,,픽업은 24시간 가능,
세이지케이크,부산광역시 금정구 장전동 293-166,2,11:00,19:00,,,,,픽업은 24시간 가능,
세이지케이크,부산광역시 금정구 장전동 293-166,3,11:00,19:00,,,,,픽업은 24시간 가능,
세이지케이크,부산광역시 금정구 장전동 293-166,4,11:00,19:00,,,,,픽업은 24시간 가능,
세이지케이크,부산광역시 금정구 장전동 293-166,5,11:00,19:00,,,,,픽업은 24시간 가능,
세이지케이크,부산광역시 금정구 장전동 293-166,6,11:00,19:00,,,,,픽업은 24시간 가능,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,0,0:00,,,,,,,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,1,0:00,,,,,,,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,2,0:00,,,,,,,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,3,0:00,,,,,,,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,4,0:00,,,,,,,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,5,0:00,,,,,,,
진경순꼬마김밥,부산광역시 금정구 장전동 293-177,6,0:00,,,,,,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,0,14:00,21:00,,,,,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,1,14:00,21:00,,,,,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,2,,,,,,TRUE,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,3,16:00,21:00,,,,,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,4,14:00,21:00,,,,,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,5,14:00,21:00,,,,,,
타코야끼코코네,부산광역시 금정구 장전동 293-4,6,14:00,21:00,,,,,,
서빙고,부산광역시 금정구 장전동 293-90 ,0,13:00,21:00,,,,,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
서빙고,부산광역시 금정구 장전동 293-90 ,1,,,,,,TRUE,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
서빙고,부산광역시 금정구 장전동 293-90 ,2,13:00,21:00,,,,,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
서빙고,부산광역시 금정구 장전동 293-90 ,3,13:00,21:00,,,,,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
서빙고,부산광역시 금정구 장전동 293-90 ,4,13:00,21:00,,,,,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
서빙고,부산광역시 금정구 장전동 293-90 ,5,13:00,21:00,,,,,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
서빙고,부산광역시 금정구 장전동 293-90 ,6,13:00,21:00,,,,,"5~6월에는 30분, 7~9월에는 1시간 일찍 열고 늦게 닫는다. 이때는 휴무 또한 없음",
브레드바스켓,부산광역시 금정구 장전동 296-25,0,,,,,,TRUE,,
브레드바스켓,부산광역시 금정구 장전동 296-25,1,,,,,,TRUE,,
브레드바스켓,부산광역시 금정구 장전동 296-25,2,11:00,16:00,,,,,,
브레드바스켓,부산광역시 금정구 장전동 296-25,3,11:00,16:00,,,,,,
브레드바스켓,부산광역시 금정구 장전동 296-25,4,11:00,16:00,,,,,,
브레드바스켓,부산광역시 금정구 장전동 296-25,5,11:00,16:00,,,,,,
브레드바스켓,부산광역시 금정구 장전동 296-25,6,11:00,16:00,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,0,,,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,1,,,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,2,,,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,3,,,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,4,,,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,5,,,,,,,,
계성상회,부산광역시 금정구 장전동 299-46,6,,,,,,,,
스웨터,부산광역시 금정구 장전동 300-12,0,13:00,21:00,,,,,,
스웨터,부산광역시 금정구 장전동 300-12,1,13:00,21:00,,,,,,
스웨터,부산광역시 금정구 장전동 300-12,2,,,,,,TRUE,,
스웨터,부산광역시 금정구 장전동 300-12,3,,,,,,TRUE,,
스웨터,부산광역시 금정구 장전동 300-12,4,,,,,,TRUE,,
스웨터,부산광역시 금정구 장전동 300-12,5,13:00,21:00,,,,,,
스웨터,부산광역시 금정구 장전동 300-12,6,13:00,21:00,,,,,,
브로넛,부산광역시 금정구 장전동 302-10,0,12:00,22:00,,,21:30,,,
브로넛,부산광역시 금정구 장전동 302-10,1,12:00,22:00,,,21:30,,,
브로넛,부산광역시 금정구 장전동 302-10,2,12:00,22:00,,,21:30,,,
브로넛,부산광역시 금정구 장전동 302-10,3,12:00,22:00,,,21:30,,,
브로넛,부산광역시 금정구 장전동 302-10,4,12:00,22:00,,,21:30,,,
브로넛,부산광역시 금정구 장전동 302-10,5,12:00,22:00,,,21:30,,,
브로넛,부산광역시 금정구 장전동 302-10,6,12:00,22:00,,,21:30,,,
윤스디저트,부산광역시 금정구 장전동 302-10,0,,,,,,,,
윤스디저트,부산광역시 금정구 장전동 302-10,1,,,,,,,,
윤스디저트,부산광역시 금정구 장전동 302-10,2,,,,,,,,
윤스디저트,부산광역시 금정구 장전동 302-10,3,,,,,,,,
윤스디저트,부산광역시 금정구 장전동 302-10,4,,,,,,,,
윤스디저트,부산광역시 금정구 장전동 302-10,5,,,,,,,,
윤스디저트,부산광역시 금정구 장전동 302-10,6,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,0,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,1,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,2,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,3,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,4,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,5,,,,,,,,
이글루빙수카페,부산광역시 금정구 장전동 302-10,6,,,,,,,,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,0,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,1,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,2,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,3,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,4,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,5,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
어스베이킹케이크부산대레터링케이크,부산광역시 금정구 장전동 302-22,6,11:30,19:00,,,,,인스타/카톡으로 오후 12시에 올라오는 케이크 확인 후 주문,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,0,,,,,,,,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,1,,,,,,,,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,2,,,,,,,,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,3,,,,,,,,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,4,,,,,,,,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,5,,,,,,,,
싸다김밥 부산대점,부산광역시 금정구 장전동 310-3,6,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,0,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,1,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,2,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,3,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,4,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,5,,,,,,,,
정다운김밥&떡볶이,부산광역시 금정구 장전동 312-21,6,,,,,,,,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,0,11:00,21:00,,,,,설날 당일 휴무,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,1,11:00,21:00,,,,,설날 당일 휴무,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,2,11:00,21:00,,,,,설날 당일 휴무,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,3,11:00,21:00,,,,,설날 당일 휴무,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,4,11:00,21:00,,,,,설날 당일 휴무,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,5,11:00,21:00,,,,,설날 당일 휴무,
몽벨쉘터 부산대점,부산광역시 금정구 장전동 315-7,6,11:00,21:00,,,,,설날 당일 휴무,
분잉,부산광역시 금정구 장전동 334-55,0,8:00,20:00,,,,,,
분잉,부산광역시 금정구 장전동 334-55,1,,,,,,TRUE,,
분잉,부산광역시 금정구 장전동 334-55,2,8:00,20:00,,,,,,
분잉,부산광역시 금정구 장전동 334-55,3,8:00,20:00,,,,,,
분잉,부산광역시 금정구 장전동 334-55,4,8:00,20:00,,,,,,
분잉,부산광역시 금정구 장전동 334-55,5,8:00,20:00,,,,,,
분잉,부산광역시 금정구 장전동 334-55,6,8:00,20:00,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,0,,,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,1,,,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,2,,,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,3,,,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,4,,,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,5,,,,,,,,
카페씨엘,부산광역시 금정구 장전동 337-3,6,,,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,0,8:00,21:00,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,1,8:00,21:00,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,2,8:00,21:00,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,3,8:00,21:00,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,4,8:00,21:00,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,5,8:00,21:00,,,,,,
마음한줄,부산광역시 금정구 장전동 341-11,6,8:00,21:00,,,,,,
정식당,부산광역시 금정구 장전동 360-24,0,,,,,,TRUE,,
정식당,부산광역시 금정구 장전동 360-24,1,11:30,,,,,,재료 소진 시 영업 종료,
정식당,부산광역시 금정구 장전동 360-24,2,11:30,,,,,,재료 소진 시 영업 종료,
정식당,부산광역시 금정구 장전동 360-24,3,11:30,,,,,,재료 소진 시 영업 종료,
정식당,부산광역시 금정구 장전동 360-24,4,11:30,,,,,,재료 소진 시 영업 종료,
정식당,부산광역시 금정구 장전동 360-24,5,11:30,,,,,,재료 소진 시 영업 종료,
정식당,부산광역시 금정구 장전동 360-24,6,,,,,,TRUE,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,0,,,,,,,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,1,,,,,,,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,2,,,,,,,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,3,,,,,,,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,4,,,,,,,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,5,,,,,,,,
그라미 부산대점,부산광역시 금정구 장전동 378-7,6,,,,,,,,
온김밥,부산광역시 금정구 장전동 384-49,0,,,,,,,TRUE,
온김밥,부산광역시 금정구 장전동 384-49,1,8:00,14:00,,,,,,
온김밥,부산광역시 금정구 장전동 384-49,2,8:00,14:00,,,,,,
온김밥,부산광역시 금정구 장전동 384-49,3,8:00,14:00,,,,,,
온김밥,부산광역시 금정구 장전동 384-49,4,8:00,14:00,,,,,,
온김밥,부산광역시 금정구 장전동 384-49,5,8:00,14:00,,,,,,
온김밥,부산광역시 금정구 장전동 384-49,6,9:00,14:00,,,,,,
올베이크,부산광역시 금정구 장전동 385-1,0,,,,,,TRUE,,
올베이크,부산광역시 금정구 장전동 385-1,1,,,,,,TRUE,,
올베이크,부산광역시 금정구 장전동 385-1,2,,,,,,TRUE,,
