시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
사상생활사박물관,공립,부산광역시 사상구 낙동대로1258번길 36(삼락동),부산광역시 사상구 삼락동414-13,35.1720216,128.978723,051-310-5136,부산광역시 사상구청,http://www.sasang.go.kr/lmuseum/index.sasang,전시실+프로그램실+휴게실+주차장,9:00,18:00,9:00,18:00,"매주 월(단, 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)+1월1일+설연휴+추석연휴",0,0,0,무료,사상생활사박물관은 사상의 자연과 함께 살아온 사람들의 생활사 변천과정을 전시하고 지역에 산재해 있는 관광자원을 소개하는 곳,"지하철: 2호선 덕포역1번출구(도보로 529m)+마을버스: 사상구7-덕포시장+버스: 123, 126-삼락생태공원,138-1-한신아파트2차",051-310-5136,부산광역시 사상구청,2025-07-18
신라대학교박물관,대학,부산광역시 사상구 백양대로700번길 140,부산광역시 사상구 괘법동 산1-23,35.17203752,128.9977368,051-999-5000,신라대학교 박영학원,http://museum.silla.ac.kr/museum/,전시실,9:00,16:30,0:00,0:00,토+일+공휴일,0,0,0,무료,"부산, 울산, 경남지역을 중심으로 많은 문화유적의 지표조사, 발굴조사를 통해 얻어진 유물들을 정리하여 전시","버스: 62신라대학교, 129-1, 169, 160",051-999-5281,신라대학교 박물관,2025-07-18
