상가업소번호,이름,상권업종중분류명,상권업종소분류명,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,휴무일,휴무간격,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,Column1
MA010120220803505737,함양돼지국밥,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,110,14,부산광역시 강서구 강동동 110-14,2.64E+11,부산광역시 강서구 낙동북로,80,,2.64E+24,,부산광역시 강서구 낙동북로 80,618800,46706,,,,128.9380396,35.21751492,,,,,,,,
MA010120220814075032,한솥식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,110,14,부산광역시 강서구 강동동 110-14,2.64E+11,부산광역시 강서구 낙동북로,80,,2.64E+24,,부산광역시 강서구 낙동북로 80,618800,46706,,,,128.9380396,35.21751492,,,,,,,,
MA010120220805186781,따뜻한밥집,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,112,6,부산광역시 강서구 강동동 112-6,2.64E+11,부산광역시 강서구 제도로,1206,,2.64E+24,,부산광역시 강서구 제도로 1206,618800,46706,,,,128.9374286,35.21721831,,,,,,,,
MA010120220810683911,강따라물따라,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1199,3,부산광역시 강서구 강동동 1199-3,2.64E+11,부산광역시 강서구 상덕로49번길,179,28,2.64E+24,,부산광역시 강서구 상덕로49번길 179-28,618801,46711,,,,128.9094942,35.20090027,,,,,,,,
MA0101202504A0091953,오리152부산강서본점 전문점,한식,닭/오리고기 구이/찜,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1199,3,부산광역시 강서구 강동동 1199-3,2.64E+11,부산광역시 강서구 상덕로49번길,179,28,2.64E+24,,부산광역시 강서구 상덕로49번길 179-28,618801,46711,,,,128.9094942,35.20090027,,,,,,,,
MA0101202409A0229720,온천가야밀면,한식,냉면/밀면,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1438,3,부산광역시 강서구 강동동 1438-3,2.64E+11,부산광역시 강서구 제도로,967,,2.64E+24,일부,부산광역시 강서구 제도로 967,618801,46706,,1,,128.9257518,35.19800226,,,,,,,,
MA010120220812796473,항아리수제비,한식,국수/칼국수,한식 면 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1456,1,부산광역시 강서구 강동동 1456-1,2.64E+11,부산광역시 강서구 제도로,1000,,2.64E+24,,부산광역시 강서구 제도로 1000,618801,46706,,,,128.927469,35.20051626,,,,,,,,
MA010120220810006965,국수나라,한식,국수/칼국수,김밥 및 기타 간이 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1462,1,부산광역시 강서구 강동동 1462-1,2.64E+11,부산광역시 강서구 제도로,1006,,2.64E+24,일부호,부산광역시 강서구 제도로 1006,618801,46706,,1,,128.9278192,35.20093424,,,,,,,,
MA0101202502A0087404,대림추어탕,한식,국/탕/찌개류,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1463,1,부산광역시 강서구 강동동 1463-1,2.64E+11,부산광역시 강서구 제도로,1008,,2.64E+24,,부산광역시 강서구 제도로 1008,618801,46706,,,,128.9278566,35.20112289,,,,,,,,
MA010120220810232576,강동회센타 참가자미물회,한식,횟집,한식 해산물 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1480,1,부산광역시 강서구 강동동 1480-1,2.64E+11,부산광역시 강서구 제도로,1004,,2.64E+24,,부산광역시 강서구 제도로 1004,618801,46706,,,,128.9278692,35.20072617,,,,,,,,
MA010120220809976297,신덕뷔페,구내식당·뷔페,뷔페,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1493,1,부산광역시 강서구 강동동 1493-1,2.64E+11,부산광역시 강서구 제도로,984,,2.64E+24,,부산광역시 강서구 제도로 984,618801,46706,,,,128.9266804,35.19920408,,,,,,,,
MA010120220813174265,밥이보약,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,155,5,부산광역시 강서구 강동동 155-5,2.64E+11,부산광역시 강서구 낙동북로,57,1,2.64E+24,,부산광역시 강서구 낙동북로 57-1,618800,46705,,1,,128.9360903,35.21866358,,,,,,,,
MA0106202511A2030580,백복령옹심이,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,159,1,부산광역시 강서구 강동동 159-1,2.64E+11,부산광역시 강서구 낙동북로63번길,21,,2.64E+24,,부산광역시 강서구 낙동북로63번길 21,618800,46705,,,,128.9361171,35.21933003,,,,,,,,
MA010120220805478233,나은이네,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,1973,,부산광역시 강서구 강동동 1973,2.64E+11,부산광역시 강서구 상덕로97번길,93,,2.64E+24,,부산광역시 강서구 상덕로97번길 93,618801,46706,,1,,128.912725,35.19540611,,,,,,,,
MA010120220805683430,낙동강오리알,한식,닭/오리고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2063,1,부산광역시 강서구 강동동 2063-1,2.64E+11,부산광역시 강서구 상덕로,35,1,2.64E+24,,부산광역시 강서구 상덕로 35-1,618801,46711,,,,128.9072905,35.19258103,,,,,,,,
MA010120220811244283,양지농원,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2097,,부산광역시 강서구 강동동 2097,2.64E+11,부산광역시 강서구 상덕로,43,,2.64E+24,,부산광역시 강서구 상덕로 43,618801,46711,,,,128.9084368,35.19231063,,,,,,,,
MA010120220810710636,칡넝쿨1,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2102,1,부산광역시 강서구 강동동 2102-1,2.64E+11,부산광역시 강서구 상덕로,52,,2.64E+24,,부산광역시 강서구 상덕로 52,618801,46711,,,,128.9090166,35.19175177,,,,,,,,
MA010120220810681677,칡넝굴2,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2102,1,부산광역시 강서구 강동동 2102-1,2.64E+11,부산광역시 강서구 상덕로,52,,2.64E+24,,부산광역시 강서구 상덕로 52,618801,46711,,,,128.9090166,35.19175177,,,,,,,,
MA010120220810683978,논두렁손칼국수,한식,국수/칼국수,한식 면 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2105,,부산광역시 강서구 강동동 2105,2.64E+11,부산광역시 강서구 상덕로,58,,2.64E+24,,부산광역시 강서구 상덕로 58,618801,46711,,,,128.9096936,35.1915969,,,,,,,,
MA010120220800455627,김해시락국밥,한식,국/탕/찌개류,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,216,5,부산광역시 강서구 강동동 216-5,2.64E+11,부산광역시 강서구 낙동북로,37,,2.64E+24,,부산광역시 강서구 낙동북로 37,618800,46705,,,,128.9340761,35.21939871,,,,,,,,
MA010120220806793003,김영옥식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,245,1,부산광역시 강서구 강동동 245-1,2.64E+11,부산광역시 강서구 낙동북로,33,,2.64E+24,일부,부산광역시 강서구 낙동북로 33,618800,46705,,1,,128.9335638,35.21956009,,,,,,,,
MA010120220810992948,화현기사식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,245,6,부산광역시 강서구 강동동 245-6,2.64E+11,부산광역시 강서구 낙동북로,30,,2.64E+24,,부산광역시 강서구 낙동북로 30,618800,46706,,,,128.9330277,35.21918115,,,,,,,,
MA010120220810728382,진영집,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,250,31,부산광역시 강서구 강동동 250-31,2.64E+11,부산광역시 강서구 낙동북로,21,,2.64E+24,,부산광역시 강서구 낙동북로 21,618800,46705,,,,128.9324948,35.22032515,,,,,,,,
MA010120220810695729,꿀꿀이뼈다귀해장국,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2526,7,부산광역시 강서구 강동동 2526-7,2.64E+11,부산광역시 강서구 득천2길,7,,2.64E+24,,부산광역시 강서구 득천2길 7,618801,46711,,,,128.9219495,35.18899679,,,,,,,,
MA010120220810716998,득천가,중식,중국집,중식 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2538,12,부산광역시 강서구 강동동 2538-12,2.64E+11,부산광역시 강서구 제도로,858,,2.64E+24,,부산광역시 강서구 제도로 858,618801,46711,,,,128.9213972,35.18885235,,,,,,,,
MA010120220807489845,한끼식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,255,5,부산광역시 강서구 강동동 255-5,2.64E+11,부산광역시 강서구 제도로1041번길,521,,2.64E+24,,부산광역시 강서구 제도로1041번길 521,618800,46706,,,,128.9310309,35.21832988,,,,,,,,
MA0101202412A0017642,시골밥상,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2916,1,부산광역시 강서구 강동동 2916-1,2.64E+11,부산광역시 강서구 공작길,223,,2.64E+24,,부산광역시 강서구 공작길 223,618801,46711,,,,128.9197327,35.18668888,,,,,,,,
MA010120220810520542,포구나무집,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2921,11,부산광역시 강서구 강동동 2921-11,2.64E+11,부산광역시 강서구 제도로,832,,2.64E+24,,부산광역시 강서구 제도로 832,618801,46711,,,,128.9207166,35.18652007,,,,,,,,
MA010120220811699862,진명가,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2921,28,부산광역시 강서구 강동동 2921-28,2.64E+11,부산광역시 강서구 제도로,828,,2.64E+24,,부산광역시 강서구 제도로 828,618801,46711,,,,128.9206305,35.18612492,,,,,,,,
MA010120220810727995,가야정,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2921,6,부산광역시 강서구 강동동 2921-6,2.64E+11,부산광역시 강서구 제도로,839,,2.64E+24,,부산광역시 강서구 제도로 839,618801,46711,,,,128.9206355,35.18726934,,,,,,,,
MA0101202311A0090974,오케이식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,29,300,부산광역시 강서구 강동동 29-300,2.64E+11,부산광역시 강서구 낙동북로102번길,55,,2.64E+24,,부산광역시 강서구 낙동북로102번길 55,618800,46706,,,,128.9382962,35.21537502,,,,,,,,
MA010120220810722302,정손칼국수,한식,국수/칼국수,한식 면 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2933,7,부산광역시 강서구 강동동 2933-7,2.64E+11,부산광역시 강서구 제도로,799,,2.64E+24,,부산광역시 강서구 제도로 799,618801,46711,,,,128.9194895,35.18381796,,,,,,,,
MA010120220806598642,밥집,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2936,9,부산광역시 강서구 강동동 2936-9,2.64E+11,부산광역시 강서구 제도로,793,,2.64E+24,,부산광역시 강서구 제도로 793,618801,46711,,1,,128.919171,35.18334538,,,,,,,,
MA0101202310A0089482,대만원,중식,중국집,중식 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2940,15,부산광역시 강서구 강동동 2940-15,2.64E+11,부산광역시 강서구 제도로,773,,2.64E+24,,부산광역시 강서구 제도로 773,618801,46711,,,,128.9184834,35.18164403,,,,,,,,
MA010120220813091352,전주밥상,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2950,8,부산광역시 강서구 강동동 2950-8,2.64E+11,부산광역시 강서구 제도로,763,,2.64E+24,,부산광역시 강서구 제도로 763,618801,46711,,,,128.9182791,35.18089027,,,,,,,,
MA0101202406A0326429,참좋은푸드,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,2950,8,부산광역시 강서구 강동동 2950-8,2.64E+11,부산광역시 강서구 제도로,763,,2.64E+24,,부산광역시 강서구 제도로 763,618801,46711,,,,128.9182791,35.18089027,,,,,,,,
MA010120220803346480,에스아이씨식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,29,539,부산광역시 강서구 강동동 29-539,2.64E+11,부산광역시 강서구 낙동북로138번길,72,,2.64E+24,일부,부산광역시 강서구 낙동북로138번길 72,618800,46706,,1,,128.9425136,35.21263992,,,,,,,,
MA0101202308A0074877,포크인차콜,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,3167,3,부산광역시 강서구 강동동 3167-3,2.64E+11,부산광역시 강서구 공작길,85,,2.64E+24,일부,부산광역시 강서구 공작길 85,618801,46711,,1,,128.9157726,35.17932584,,,,,,,,
MA0101202305A0053399,유림각,중식,중국집,중식 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,3221,15,부산광역시 강서구 강동동 3221-15,2.64E+11,부산광역시 강서구 제도로,750,,2.64E+24,,부산광역시 강서구 제도로 750,618801,46711,,1,,128.9178496,35.17942814,,,,,,,,
MA010120220811538350,행복한맛이덕,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,3227,5,부산광역시 강서구 강동동 3227-5,2.64E+11,부산광역시 강서구 제도로,675,,2.64E+24,,부산광역시 강서구 제도로 675,618802,46711,,,,128.9150594,35.17325411,,,,,,,,
MA010120220811647479,원두막집,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,3250,4,부산광역시 강서구 강동동 3250-4,2.64E+11,부산광역시 강서구 제도로,705,,2.64E+24,,부산광역시 강서구 제도로 705,618802,46711,,,,128.915744,35.17576661,,,,,,,,
MA010120220806730996,황금오리알,한식,닭/오리고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,3477,,부산광역시 강서구 강동동 3477,2.64E+11,부산광역시 강서구 제도로,667,,2.64E+24,,부산광역시 강서구 제도로 667,618802,46711,,,,128.9150071,35.17242585,,,,,,,,
MA010120220811719962,종가집닭계장,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,3499,3,부산광역시 강서구 강동동 3499-3,2.64E+11,부산광역시 강서구 제도로,654,,2.64E+24,,부산광역시 강서구 제도로 654,618802,46711,,,,128.9150338,35.17122685,,,,,,,,
MA0101202411A0039106,에코식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,4663,12,부산광역시 강서구 강동동 4663-12,2.64E+11,부산광역시 강서구 에코평강13길,5,,2.64E+24,,부산광역시 강서구 에코평강13길 5,618802,46716,,,,128.9224958,35.15159791,,,,,,,,
MA0106202511A1334162,제이.하우스,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,4831,14,부산광역시 강서구 강동동 4831-14,2.64E+11,부산광역시 강서구 에코델타1로,66,,2.64E+24,에코델타시티푸르지오센터파크,부산광역시 강서구 에코델타1로 66,618802,46716,,,,128.9163727,35.14690061,,,,,,,,
MA0106202509A0795574,왓더버거에코델타시티점,기타 간이,버거,피자; 햄버거; 샌드위치 및 유사 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,4998,4,부산광역시 강서구 강동동 4998-4,2.64E+11,부산광역시 강서구 에코델타1로,24,,2.64E+24,강서자이에코델타,부산광역시 강서구 에코델타1로 24,618300,46716,,,,128.9150383,35.14239774,,,,,,,,
MA0106202510A1115598,교촌치킨에코델타시티 1호점,기타 간이,치킨,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,4998,4,부산광역시 강서구 강동동 4998-4,2.64E+11,부산광역시 강서구 에코델타1로,24,,2.64E+24,강서자이에코델타,부산광역시 강서구 에코델타1로 24,618300,46716,,,,128.9150383,35.14239774,,,,,,,,
MA0106202511A0751661,60계치킨부산에코델타시티점,기타 간이,치킨,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,5022,,부산광역시 강서구 강동동 5022,2.64E+11,부산광역시 강서구 에코델타3로,43,,2.64E+24,,부산광역시 강서구 에코델타3로 43,618300,46716,,,,128.9186224,35.14131367,,,,,,,,
MA0106202510A2417228,쌍쌍식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,5058,9,부산광역시 강서구 강동동 5058-9,2.64E+11,부산광역시 강서구 에코중앙1로,33,,2.64E+24,에코델타시티한양수자인아파트,부산광역시 강서구 에코중앙1로 33,618300,46716,,,,128.9164532,35.13957266,,,,,,,,
MA0106202511A2353062,가마솥골목통닭,기타 간이,치킨,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,5058,9,부산광역시 강서구 강동동 5058-9,2.64E+11,부산광역시 강서구 에코중앙1로,33,,2.64E+24,에코델타시티한양수자인아파트,부산광역시 강서구 에코중앙1로 33,618300,46716,,,,128.9164532,35.13957266,,,,,,,,
MA0106202507A1790064,크러쉬,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,5076,5,부산광역시 강서구 강동동 5076-5,2.64E+11,부산광역시 강서구 에코대로,243,,2.64E+24,호반써밋스마트시티,부산광역시 강서구 에코대로 243,618300,46716,,,,128.9074279,35.13973313,,,,,,,,
MA010120220810723105,선암농원,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,648,2,부산광역시 강서구 강동동 648-2,2.64E+11,부산광역시 강서구 제도로1041번길,478,24,2.64E+24,,부산광역시 강서구 제도로1041번길 478-24,618800,46706,,,,128.9289078,35.21585846,,,,,,,,
MA010120220806459225,강동반점,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,661,330,부산광역시 강서구 강동동 661-330,2.64E+11,부산광역시 강서구 낙동북로138번길,91,10,2.64E+24,,부산광역시 강서구 낙동북로138번길 91-10,618800,46706,,,,128.9430802,35.21153139,,,,,,,,
MA010120220810700442,강동수산횟집,한식,횟집,한식 해산물 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,661,337,부산광역시 강서구 강동동 661-337,2.64E+11,부산광역시 강서구 낙동북로,15,,2.64E+24,,부산광역시 강서구 낙동북로 15,618800,46705,,,,128.9319866,35.22019808,,,,,,,,
MA010120220812463084,맥시칸치킨,기타 간이,치킨,치킨 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,661,50,부산광역시 강서구 강동동 661-50,2.64E+11,부산광역시 강서구 낙동북로135번길,15,,2.64E+24,,부산광역시 강서구 낙동북로135번길 15,618800,46705,,1,,128.9442566,35.21665822,,,,,,,,
MA010120220811199142,청춘푸드,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,718,1,부산광역시 강서구 강동동 718-1,2.64E+11,부산광역시 강서구 제도로1041번다길,9,,2.64E+24,,부산광역시 강서구 제도로1041번다길 9,618800,46706,,1,,128.9222532,35.21026888,,,,,,,,
MA0101202305A0181355,참맛뷔페식당,구내식당·뷔페,뷔페,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,83,19,부산광역시 강서구 강동동 83-19,2.64E+11,부산광역시 강서구 낙동북로60번길,32,15,2.64E+24,,부산광역시 강서구 낙동북로60번길 32-15,618800,46706,,1,,128.9352575,35.21689257,,,,,,,,
MA0101202411A0097507,이덕식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,90,16,부산광역시 강서구 강동동 90-16,2.64E+11,부산광역시 강서구 낙동북로60번길,51,,2.64E+24,,부산광역시 강서구 낙동북로60번길 51,618800,46706,,,,128.9364681,35.21653977,,,,,,,,
MA010120220804145682,돈돌이막창뒤고기,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,90,19,부산광역시 강서구 강동동 90-19,2.64E+11,부산광역시 강서구 제도로,1197,,2.64E+24,,부산광역시 강서구 제도로 1197,618800,46706,,,,128.9369422,35.2166223,,,,,,,,
MA010120220808813487,오뚜기통닭,기타 간이,치킨,치킨 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,92,3,부산광역시 강서구 강동동 92-3,2.64E+11,부산광역시 강서구 제도로,1204,,2.64E+24,,부산광역시 강서구 제도로 1204,618800,46706,,,,128.9373584,35.21703919,,,,,,,,
MA010120220810707332,한송식당,한식,돼지고기 구이/찜,한식 육류 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,92,4,부산광역시 강서구 강동동 92-4,2.64E+11,부산광역시 강서구 제도로,1200,,2.64E+24,,부산광역시 강서구 제도로 1200,618800,46706,,1,,128.9372061,35.2166361,,,,,,,,
MA010120220813818512,바다산꼼장어,한식,횟집,한식 해산물 요리 전문점,26,부산광역시,26440,강서구,26440530,강동동,2644010300,강동동,2.64E+18,1,대지,94,3,부산광역시 강서구 강동동 94-3,2.64E+11,부산광역시 강서구 제도로,1204,1,2.64E+24,,부산광역시 강서구 제도로 1204-1,618800,46706,,,,128.9376757,35.21698906,,,,,,,,
MA0106202201A0625464,풀무원푸드앤컬처BNK금융그룹IT전산센터,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1168,4,부산광역시 강서구 구랑동 1168-4,2.64E+11,부산광역시 강서구 미음산단로127번길,21,,2.64E+24,,부산광역시 강서구 미음산단로127번길 21,618210,46744,,,,128.8568588,35.13763497,,,,,,,,
MA010120220812791547,북경차이나,중식,중국집,중식 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1171,4,부산광역시 강서구 구랑동 1171-4,2.64E+11,부산광역시 강서구 미음산단로139번길,11,,2.64E+24,,부산광역시 강서구 미음산단로139번길 11,618210,46744,,,,128.8583783,35.13739538,,,,,,,,
MA010120220811236081,모자반돼지국밥,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1171,4,부산광역시 강서구 구랑동 1171-4,2.64E+11,부산광역시 강서구 미음산단로139번길,11,,2.64E+24,,부산광역시 강서구 미음산단로139번길 11,618210,46744,,,,128.8583783,35.13739538,,,,,,,,
MA010120220810715448,와우식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1192,5,부산광역시 강서구 구랑동 1192-5,2.64E+11,부산광역시 강서구 미음산단로8번길,61,,2.64E+24,,부산광역시 강서구 미음산단로8번길 61,618210,46748,,,,128.8584137,35.1321949,,,,,,,,
MA010120220813942475,엔투기사식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1193,5,부산광역시 강서구 구랑동 1193-5,2.64E+11,부산광역시 강서구 미음산단로,85,,2.64E+24,일부,부산광역시 강서구 미음산단로 85,618210,46748,,1,,128.8546898,35.13391018,,,,,,,,
MA010120220814348481,도리에프엔비도리F&B,한식,국수/칼국수,한식 면 요리 전문점,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1201,,부산광역시 강서구 구랑동 1201,2.64E+11,부산광역시 강서구 미음산단로8번길,6,,2.64E+24,,부산광역시 강서구 미음산단로8번길 6,618210,46748,,,,128.8554716,35.127752,,,,,,,,
MA010120220810734451,가마솥돼지국밥,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1205,1,부산광역시 강서구 구랑동 1205-1,2.64E+11,부산광역시 강서구 미음산단로,19,,2.64E+24,,부산광역시 강서구 미음산단로 19,618210,46748,,1,,128.8538086,35.12842633,,,,,,,,
MA010120220814235863,불향두루치기쭈꾸미,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1205,1,부산광역시 강서구 구랑동 1205-1,2.64E+11,부산광역시 강서구 미음산단로,19,,2.64E+24,,부산광역시 강서구 미음산단로 19,618210,46748,,,,128.8538086,35.12842633,,,,,,,,
MA0106202507A1090993,엄마밥상,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1205,1,부산광역시 강서구 구랑동 1205-1,2.64E+11,부산광역시 강서구 미음산단로,19,,2.64E+24,,부산광역시 강서구 미음산단로 19,618210,46748,,,,128.8538086,35.12842633,,,,,,,,
MA010120220810734325,명기식당,한식,백반/한정식,한식 일반 음식점업,26,부산광역시,26440,강서구,26440560,녹산동,2644011300,구랑동,2.64E+18,1,대지,1206,2,부산광역시 강서구 구랑동 1206-2,2.64E+11,부산광역시 강서구 미음산단로,9,,2.64E+24,,부산광역시 강서구 미음산단로 9,618210,46748,,,,128.8544394,35.12770472,,,,,,,,
