이름,지번주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고,,,,,,
본도시락 부산대점,부산광역시 금정구 장전동 416-35,6,,,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,0,11:00,1:40,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,1,11:00,1:40,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,2,11:00,1:40,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,3,11:00,1:40,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,4,11:00,1:40,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,5,11:00,1:40,,,,,,,,,,,
이도명가 부산대점,부산광역시 금정구 장전동 416-35,6,11:00,1:40,,,,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,0,17:00,0:00,,,23:00,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,1,17:00,0:00,,,23:00,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,2,17:00,0:00,,,23:00,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,3,17:00,0:00,,,23:00,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,4,17:00,0:00,,,23:00,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,5,17:00,0:00,,,23:00,,,,,,,,
장호가양꼬치 2호점,부산광역시 금정구 장전동 416-39,6,17:00,0:00,,,23:00,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,0,9:00,20:00,,,,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,1,9:00,20:00,,,,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,2,9:00,20:00,,,,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,3,9:00,20:00,,,,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,4,9:00,20:00,,,,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,5,9:00,20:00,,,,,,,,,,,
참새와뱁새,부산광역시 금정구 장전동 416-4,6,9:00,20:00,,,,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,0,11:30,23:30,,,22:30,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,1,11:30,23:30,,,22:30,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,2,11:30,23:30,,,22:30,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,3,11:30,23:30,,,22:30,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,4,11:30,23:30,,,22:30,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,5,11:30,23:30,,,22:30,,,,,,,,
라메이사천훠궈,부산광역시 금정구 장전동 416-8,6,11:30,23:30,,,22:30,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,0,17:00,0:00,,,,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,1,17:00,0:00,,,,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,2,17:00,0:00,,,,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,3,17:00,0:00,,,,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,4,17:00,0:00,,,,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,5,17:00,0:00,,,,,,,,,,,
장호가양꼬치,부산광역시 금정구 장전동 416-9,6,17:00,0:00,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,0,,,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,1,,,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,2,,,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,3,,,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,4,,,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,5,,,,,,,,,,,,,
하이뎅 부산대2호점,부산광역시 금정구 장전동 417-1,6,,,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,0,20:00,4:00,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,1,20:00,4:00,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,2,20:00,4:00,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,3,20:00,4:00,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,4,20:00,4:00,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,5,20:00,4:00,,,,,,,,,,,
쉼표,부산광역시 금정구 장전동 417-2,6,20:00,4:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,0,14:00,2:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,1,14:00,2:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,2,14:00,2:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,3,14:00,2:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,4,14:00,2:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,5,14:00,2:00,,,,,,,,,,,
칼집삼겹,부산광역시 금정구 장전동 417-2,6,14:00,2:00,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,0,,,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,1,,,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,2,,,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,3,,,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,4,,,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,5,,,,,,,,,,,,,
하울키친,부산광역시 금정구 장전동 417-26,6,,,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,0,17:00,0:00,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,1,17:00,0:00,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,2,17:00,0:00,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,3,17:00,0:00,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,4,17:00,0:00,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,5,17:00,0:00,,,,,,,,,,,
아웃닭 부산대점,부산광역시 금정구 장전동 417-29,6,17:00,0:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,0,16:00,2:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,1,16:00,2:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,2,16:00,2:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,3,16:00,2:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,4,16:00,2:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,5,16:00,2:00,,,,,,,,,,,
곱창이야기,부산광역시 금정구 장전동 417-33,6,16:00,2:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,0,17:00,4:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,1,17:00,3:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,2,17:00,3:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,3,17:00,3:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,4,17:00,3:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,5,17:00,3:00,,,,,,,,,,,
우리집,부산광역시 금정구 장전동 417-33,6,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,0,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,1,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,2,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,3,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,4,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,5,17:00,4:00,,,,,,,,,,,
치한당,부산광역시 금정구 장전동 417-33,6,17:00,4:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,0,17:00,3:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,1,17:00,3:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,2,17:00,3:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,3,17:00,3:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,4,17:00,3:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,5,17:00,3:00,,,,,,,,,,,
미광,부산광역시 금정구 장전동 417-34,6,17:00,3:00,,,,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,0,17:00,1:00,,,0:00,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,1,17:00,1:00,,,0:00,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,2,17:00,1:00,,,0:00,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,3,17:00,1:00,,,0:00,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,4,17:00,1:00,,,0:00,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,5,17:00,1:00,,,0:00,,,,,,,,
빨간코 사람들,부산광역시 금정구 장전동 417-34,6,17:00,1:00,,,0:00,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,0,,,,,,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,1,,,,,,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,2,,,,,,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,3,,,,,,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,4,,,,,,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,5,,,,,,,,,,,,,
153구포국수 부산대점,부산광역시 금정구 장전동 417-39,6,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,0,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,1,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,2,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,3,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,4,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,5,,,,,,,,,,,,,
써브웨이 부산대점,부산광역시 금정구 장전동 417-39,6,,,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,0,18:00,2:00,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,1,18:00,2:00,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,2,18:00,2:00,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,3,18:00,2:00,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,4,18:00,2:00,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,5,18:00,2:00,,,,,,,,,,,
부산대잇쇼,부산광역시 금정구 장전동 417-6,6,18:00,2:00,,,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,0,0:30,19:30,15:00,17:00,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,1,11:40,19:30,14:00,17:00,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,2,11:40,19:30,14:00,17:00,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,3,11:40,19:30,14:00,17:00,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,4,11:40,19:30,14:00,17:00,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,5,11:40,19:30,14:00,17:00,,,,,,,,,
라멘쿠우,부산광역시 금정구 장전동 418-1,6,0:30,19:30,15:00,17:00,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,0,11:00,21:00,,,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,1,11:00,21:00,,,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,2,11:00,21:00,,,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,3,11:00,21:00,,,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,4,11:00,21:00,,,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,5,11:00,21:00,,,,,,,,,,,
은화수식당,부산광역시 금정구 장전동 418-1,6,11:00,21:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,0,9:00,20:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,1,9:00,20:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,2,9:00,20:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,3,9:00,20:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,4,9:00,20:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,5,9:00,20:00,,,,,,,,,,,
미미엔 부산대점,부산광역시 금정구 장전동 418-12,6,9:00,20:00,,,,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,0,9:30,21:00,,,20:30,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,1,9:30,21:00,,,20:30,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,2,9:30,21:00,,,20:30,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,3,9:30,21:00,,,20:30,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,4,9:30,21:00,,,20:30,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,5,9:30,21:00,,,20:30,,,,,,,,
온정,부산광역시 금정구 장전동 418-12,6,9:30,21:00,,,20:30,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,0,,,,,,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,1,,,,,,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,2,,,,,,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,3,,,,,,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,4,,,,,,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,5,,,,,,,,,,,,,
교촌치킨 부산대점,부산광역시 금정구 장전동 418-13,6,,,,,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,0,11:15,21:00,15:00,17:00,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,1,11:15,21:00,15:00,17:00,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,2,11:15,21:00,15:00,17:00,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,3,11:15,21:00,15:00,17:00,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,4,11:15,21:00,15:00,17:00,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,5,11:15,21:00,15:00,17:00,,,,,,,,,
교토밥상,부산광역시 금정구 장전동 418-13,6,11:15,21:00,15:00,17:00,,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,0,17:00,2:00,,,1:00,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,1,17:00,2:00,,,1:00,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,2,17:00,2:00,,,1:00,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,3,17:00,2:00,,,1:00,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,4,17:00,2:00,,,1:00,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,5,17:00,2:00,,,1:00,,,,,,,,
온달집 부산대점,부산광역시 금정구 장전동 418-14,6,17:00,2:00,,,1:00,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,0,,,,,,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,1,,,,,,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,2,,,,,,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,3,,,,,,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,4,,,,,,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,5,,,,,,,,,,,,,
1537씬짜오,부산광역시 금정구 장전동 418-15,6,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,0,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,1,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,2,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,3,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,4,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,5,,,,,,,,,,,,,
투게더,부산광역시 금정구 장전동 418-16,6,,,,,,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,0,17:00,3:00,,,2:00,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,1,17:00,3:00,,,2:00,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,2,17:00,3:00,,,2:00,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,3,17:00,3:00,,,2:00,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,4,17:00,3:00,,,2:00,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,5,17:00,3:00,,,2:00,,,,,,,,
쏘시지요 부산대점,부산광역시 금정구 장전동 418-17,6,17:00,3:00,,,2:00,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,0,17:00,,,,,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,1,17:00,,,,,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,2,17:00,,,,,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,3,17:00,,,,,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,4,17:00,,,,,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,5,17:00,,,,,,,,,,,,
마왕족발,부산광역시 금정구 장전동 418-18,6,17:00,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,0,,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,1,,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,2,,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,3,,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,4,,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,5,,,,,,,,,,,,,
노랑통닭 부산대점,부산광역시 금정구 장전동 418-2,6,,,,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,0,14:30,0:00,23:30,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,1,14:30,0:00,23:30,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,2,14:30,0:00,23:30,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,3,14:30,0:00,23:30,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,4,14:30,0:00,23:30,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,5,14:30,0:00,23:30,,,,,,,,,,
김해뒷고기,부산광역시 금정구 장전동 418-25,6,14:30,0:00,23:30,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,0,17:00,0:00,,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,1,17:00,0:00,,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,2,17:00,0:00,,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,3,17:00,0:00,,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,4,17:00,0:00,,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,5,17:00,0:00,,,,,,,,,,,
대박횟집,부산광역시 금정구 장전동 418-30,6,17:00,0:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,0,10:00,3:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,1,10:00,3:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,2,10:00,3:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,3,10:00,3:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,4,10:00,3:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,5,10:00,3:00,,,,,,,,,,,
따띠삼겹 부산대점,부산광역시 금정구 장전동 418-32,6,10:00,3:00,,,,,,,,,,,
조선칼국수와통막걸리,부산광역시 금정구 장전동 418-37,0,0:00,24:00,,,,,,,,,,,
조선칼국수와통막걸리,부산광역시 금정구 장전동 418-37,1,0:00,24:00,,,,,,,,,,,
