이름,표준산업분류명,행정동명,지번주소,도로명주소,경도,위도
한솥도시락 부산대역앞점,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 268-2,부산광역시 금정구 중앙대로 1617-12,129.0902875,35.22926422
대박정,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 273-24,부산광역시 금정구 부곡로 143,129.0919981,35.22873002
일송면옥,한식 육류 요리 전문점,부곡2동,부산광역시 금정구 부곡동 273-25,부산광역시 금정구 부곡로141번길 6,129.0918217,35.22870603
박기모조방낙지,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 273-26,부산광역시 금정구 부곡로141번길 4,129.0920063,35.22862174
다정국수,한식 면 요리 전문점,부곡2동,부산광역시 금정구 부곡동 274-1,부산광역시 금정구 동부곡로5번길 85,129.0928445,35.22961653
나두식당,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 274-12,부산광역시 금정구 부곡로142번길 5,129.0924982,35.22853213
이태리삼촌,일식 음식점업,부곡2동,부산광역시 금정구 부곡동 274-14,부산광역시 금정구 동부곡로5번길 83,129.0928305,35.22949962
국제칼국수밀면,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 274-42,부산광역시 금정구 부곡로 144,129.0923942,35.22875922
청화백돼지국밥,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 274-9,부산광역시 금정구 부곡로 142,129.0923029,35.22862562
한양족발,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 275-4,부산광역시 금정구 동부곡로5번길 82,129.093037,35.22941495
카오산태국쌀국수 부곡점,기타 외국식 음식점업,부곡2동,부산광역시 금정구 부곡동 276-4,부산광역시 금정구 부곡로156번길 24,129.093666,35.22953022
악마파스타,서양식 음식점업,부곡2동,부산광역시 금정구 부곡동 276-4,부산광역시 금정구 부곡로156번길 24,129.093666,35.22953022
금강루,중식 음식점업,부곡2동,부산광역시 금정구 부곡동 278-5,부산광역시 금정구 동부곡로27번길 71,129.0949508,35.22866992
미원반점,중식 음식점업,부곡2동,부산광역시 금정구 부곡동 286-12,부산광역시 금정구 동부곡로9번길 32,129.0932632,35.2271041
불로피아숯불바베큐치킨,치킨 전문점,부곡2동,부산광역시 금정구 부곡동 286-36,부산광역시 금정구 동부곡로15번길 57,129.0936549,35.22824178
꾸미푸드,피자; 햄버거; 샌드위치 및 유사 음식점업,부곡2동,부산광역시 금정구 부곡동 287-10,부산광역시 금정구 동부곡로 13,129.0932168,35.22572615
거인찜닭,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 287-17,부산광역시 금정구 동부곡로9번길 18,129.0931697,35.22645689
달인밀면,한식 면 요리 전문점,부곡2동,부산광역시 금정구 부곡동 292-31,부산광역시 금정구 동부곡로9번길 15,129.0928808,35.22632671
냉면과덮밥사이,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 292-32,부산광역시 금정구 동부곡로9번길 11,129.0928888,35.22620943
지유왕족발,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 292-36,부산광역시 금정구 동부곡로 7,129.092724,35.22577973
삼천포식당,한식 해산물 요리 전문점,부곡2동,부산광역시 금정구 부곡동 292-6,부산광역시 금정구 동부곡로9번길 7,129.0928947,35.22601107
대림각,중식 음식점업,부곡2동,부산광역시 금정구 부곡동 294-8,부산광역시 금정구 부곡로126번길 5,129.0923752,35.22716451
마루,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 295-25,부산광역시 금정구 동부곡로5번길 9,129.0923836,35.22620915
지코바 금정점,치킨 전문점,부곡2동,부산광역시 금정구 부곡동 295-5,부산광역시 금정구 동부곡로5번길 19,129.0924487,35.22660453
상주삼계탕,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-1,부산광역시 금정구 부곡로141번길 1,129.0918907,35.22839845
가고파대구뽈찜,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-1,부산광역시 금정구 부곡로141번길 1,129.0917611,35.2284818
본죽&비빔밥 부곡시장점,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-101,부산광역시 금정구 부곡로 115,129.0916799,35.22617626
한희궁,중식 음식점업,부곡2동,부산광역시 금정구 부곡동 296-115,부산광역시 금정구 부곡로 119,129.0917454,35.22658966
탐스치킨,치킨 전문점,부곡2동,부산광역시 금정구 부곡동 296-116,부산광역시 금정구 서부곡로 10,129.0908342,35.22617286
만어식당,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-15,부산광역시 금정구 부곡로 121,129.0908134,35.22621827
김덕분족발,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-15,부산광역시 금정구 부곡로 121,129.0908134,35.22621827
거창한방추어탕,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-3,부산광역시 금정구 부곡로141번길 9-1,129.0915875,35.2285659
임실치즈피자,피자; 햄버거; 샌드위치 및 유사 음식점업,부곡2동,부산광역시 금정구 부곡동 296-38,부산광역시 금정구 서부곡로16번길 42,129.0909932,35.22808955
찜나라,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-4,부산광역시 금정구 부곡로 133-22,129.090958,35.22800005
진미식당,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-40,부산광역시 금정구 부곡로141번길 9-2,129.091424,35.22861378
영자장우동,김밥 및 기타 간이 음식점업,부곡2동,부산광역시 금정구 부곡동 296-45,부산광역시 금정구 서부곡로16번길 46,129.0910623,35.22821452
박가부대 부산부곡점,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-47,부산광역시 금정구 서부곡로16번길 52,129.0911998,35.22843743
코지하우스 부곡대동점,서양식 음식점업,부곡2동,부산광역시 금정구 부곡동 296-49,부산광역시 금정구 부곡로141번길 13,129.0913039,35.22864289
비비큐카페 부곡점,치킨 전문점,부곡2동,부산광역시 금정구 부곡동 296-6,부산광역시 금정구 부곡로 127,129.0917873,35.22736392
돌쇠먹쇠숯불갈비,한식 육류 요리 전문점,부곡2동,부산광역시 금정구 부곡동 296-72,부산광역시 금정구 서부곡로 14,129.0902449,35.22631821
만원애닭발,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-72,부산광역시 금정구 서부곡로 14,129.0902449,35.22631821
개미식당,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-73,부산광역시 금정구 서부곡로16번길 2,129.090303,35.22644337
금성식당,한식 일반 음식점업,부곡2동,부산광역시 금정구 부곡동 296-86,부산광역시 금정구 서부곡로16번길 36,129.0908442,35.22784882
미숙이네칼국수,한식 면 요리 전문점,부곡2동,부산광역시 금정구 부곡동 296-89,부산광역시 금정구 부곡로 133,129.0918764,35.22783999
벽제령,한식 육류 요리 전문점,부곡2동,부산광역시 금정구 부곡동 296-99,부산광역시 금정구 부곡로 129,129.0917793,35.22748121
청해루,중식 음식점업,부곡2동,부산광역시 금정구 부곡동 297-3,부산광역시 금정구 중앙대로 1606,129.0903461,35.22769522
오투정거장,한식 해산물 요리 전문점,부곡2동,부산광역시 금정구 부곡동 298-17,부산광역시 금정구 부곡온천천로 28-2,129.0898217,35.22865949
백마돼지갈비,한식 육류 요리 전문점,부곡2동,부산광역시 금정구 부곡동 298-25,부산광역시 금정구 부곡온천천로 26-1,129.0897874,35.22860601
우리집어탕,한식 면 요리 전문점,부곡2동,부산광역시 금정구 부곡동 300-4,부산광역시 금정구 서부곡로16번길 3,129.0900732,35.22647437
삼세랑,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 301-2,부산광역시 금정구 중앙대로 1588,129.08953,35.22627649
이가네한방오리,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 301-52,부산광역시 금정구 서부곡로15번길 2,129.089934,35.22618841
김수민의착한보리밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 302-1,부산광역시 금정구 서부곡로11번길 2,129.090447,35.2260624
미광돼지국밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 302-18,부산광역시 금정구 서부곡로 13,129.0903271,35.22610051
맛조은짜장,중식 음식점업,부곡1동,부산광역시 금정구 부곡동 302-18,부산광역시 금정구 서부곡로 13,129.0903271,35.22610051
미광돼지국밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 302-18,부산광역시 금정구 서부곡로 13,129.0903271,35.22610051
밀면전문,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 303-15,부산광역시 금정구 가마실로 15-1,129.0904975,35.22503422
가마실보리밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 303-28,부산광역시 금정구 가마실로 15-2,129.0907056,35.2250126
정가네국밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 304-1,부산광역시 금정구 부곡로 107,129.0913701,35.22565895
생생아구촌,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 304-1,부산광역시 금정구 부곡로 107,129.0913701,35.22565895
영심이반찬가게,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 304-1,부산광역시 금정구 부곡로 107,129.0913701,35.22565895
옹기종기땅콩빵 부곡점,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 304-1,부산광역시 금정구 부곡로 107,129.0913701,35.22565895
해봄생멸치국수,한식 면 요리 전문점,부곡1동,부산광역시 금정구 부곡동 304-10,부산광역시 금정구 부곡로 101,129.0914877,35.22510722
시골생돼지,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 304-10,부산광역시 금정구 부곡로 101,129.0914877,35.22510722
국수가맛있는집,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 304-4,부산광역시 금정구 서부곡로5번길 11,129.091231,35.22537299
썬더치킨,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 305-14,부산광역시 금정구 동부곡로 4,129.0921799,35.22554583
신흥상회,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 305-18,부산광역시 금정구 가마실로 25,129.0916982,35.22475213
낙지로101,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 305-3,부산광역시 금정구 부곡로 106-1,129.0918784,35.22535279
돈까스로,김밥 및 기타 간이 음식점업,부곡1동,부산광역시 금정구 부곡동 305-6,부산광역시 금정구 동부곡로6번길 16,129.0920679,35.22503411
오숙이식당,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 308-15,부산광역시 금정구 가마실로 31,129.0922439,35.22461654
파슷타애요 부산대점,서양식 음식점업,부곡1동,부산광역시 금정구 부곡동 308-17,부산광역시 금정구 동부곡로10번길 6,129.0927372,35.22543706
혼토스시,한식 해산물 요리 전문점,부곡1동,부산광역시 금정구 부곡동 308-2,부산광역시 금정구 동부곡로 8,129.0925774,35.22562907
숯불치킨,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 308-27,부산광역시 금정구 동부곡로10번길 28,129.0923854,35.22456903
오구요,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 313-11,부산광역시 금정구 동부곡로10번길 11,129.0928395,35.22514693
정가네추어탕,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 313-41,부산광역시 금정구 동부곡로12번길 6,129.0930532,35.22534148
브라보마이라이프,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 313-5,부산광역시 금정구 동부곡로12번길 8,129.0931391,35.2252679
두실더조은치킨 2호점,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 313-5,부산광역시 금정구 동부곡로12번길 8,129.0931391,35.2252679
러브앤피자,피자; 햄버거; 샌드위치 및 유사 음식점업,부곡1동,부산광역시 금정구 부곡동 315-3,부산광역시 금정구 동현로47번길 51,129.0941297,35.22492635
도시락이가,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 316-7,부산광역시 금정구 가마실로 49,129.0942406,35.2241134
희락,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 324-1,부산광역시 금정구 부곡로 98,129.0916172,35.22459133
함지박,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 324-15,부산광역시 금정구 부곡로 88-1,129.091322,35.2237854
땅땅치킨 부곡점,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 324-2,부산광역시 금정구 부곡로 94-1,129.0915769,35.22430366
청횟집,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 324-2,부산광역시 금정구 부곡로 94-1,129.0915769,35.22430366
교촌치킨부곡 2호점,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 324-20,부산광역시 금정구 부곡로 92,129.0914158,35.22401807
딜리시어스프라이 부산대점,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 324-20,부산광역시 금정구 부곡로 92,129.0914158,35.22401807
맛가네미가,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 324-20,부산광역시 금정구 부곡로 92,129.0914158,35.22401807
금화참치&해물탕,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 324-27,부산광역시 금정구 부곡로 96,129.0916033,35.22447442
장우관,중식 음식점업,부곡1동,부산광역시 금정구 부곡동 324-35,부산광역시 금정구 부곡로 84,129.0912133,35.22339978
병천순대국밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 324-6,부산광역시 금정구 동부곡로6번길 48,129.0915497,35.22367332
불숯불숯두마리치킨,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 324-9,부산광역시 금정구 동부곡로6번길 54,129.0914543,35.22337759
5리3계촌,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 325-30,부산광역시 금정구 서부곡로5번길 51,129.0904278,35.2236026
고려왕족발,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 325-31,부산광역시 금정구 동현로 17,129.0904033,35.22350389
날마다대박나는집,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 325-6,부산광역시 금정구 부곡로 87,129.0909172,35.22384646
조마루뼈다귀 부곡점,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 325-6,부산광역시 금정구 부곡로 87,129.0909172,35.22384646
고성,한식 해산물 요리 전문점,부곡1동,부산광역시 금정구 부곡동 326-1,부산광역시 금정구 서부곡로5번길 28,129.0906454,35.22480637
대성각,중식 음식점업,부곡1동,부산광역시 금정구 부곡동 326-14,부산광역시 금정구 서부곡로5번길 56,129.0901742,35.22356192
박정자할매매운갈비찜,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 326-2,부산광역시 금정구 서부곡로11번길 27,129.0902747,35.2249119
호호아구찜,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 326-23,부산광역시 금정구 동현로 13-1,129.0899777,35.22361037
갈비명가창원집,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 327-20,부산광역시 금정구 서부곡로11번길 52,129.0896117,35.22389605
길목숯불갈비,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 330-46,부산광역시 금정구 오시게로66번길 1,129.0885609,35.22317525
부곡식당,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 332-14,부산광역시 금정구 동현로16번길 30,129.0894379,35.22225896
한양천리,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 333-11,부산광역시 금정구 동현로16번길 29,129.0898273,35.22202695
동현횟집,한식 해산물 요리 전문점,부곡1동,부산광역시 금정구 부곡동 334-1,부산광역시 금정구 부곡로 78,129.0911907,35.2229496
원조할매국밥,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 334-14,부산광역시 금정구 부곡로 76,129.0908959,35.22258522
연어집동래 금정점,한식 해산물 요리 전문점,부곡4동,부산광역시 금정구 부곡동 386-1,부산광역시 금정구 부곡로18번안길 95,129.0906174,35.22200429
삼환축산,한식 육류 요리 전문점,부곡4동,부산광역시 금정구 부곡동 386-12,부산광역시 금정구 부곡로 44,129.0885353,35.22046323
부곡회센타,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 387-3,부산광역시 금정구 오시게로54번길 27,129.0892973,35.2214864
금강메기탕,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 387-6,부산광역시 금정구 오시게로54번길 25,129.0891002,35.22150782
개화,중식 음식점업,부곡1동,부산광역시 금정구 부곡동 387-7,부산광역시 금정구 동현로16번길 45,129.0890032,35.22158159
대구막창구이,한식 육류 요리 전문점,부곡1동,부산광역시 금정구 부곡동 388-25,부산광역시 금정구 동현로16번길 36,129.089313,35.22209891
피자에땅투핑거스 부산대점,피자; 햄버거; 샌드위치 및 유사 음식점업,부곡1동,부산광역시 금정구 부곡동 388-33,부산광역시 금정구 오시게로58번길 1,129.0882481,35.22254083
화성양대창구이,한식 육류 요리 전문점,부곡4동,부산광역시 금정구 부곡동 391-1,부산광역시 금정구 오시게로54번길 2,129.0879921,35.22197752
온고 온천장고깃집,한식 육류 요리 전문점,부곡4동,부산광역시 금정구 부곡동 391-1,부산광역시 금정구 오시게로54번길 2,129.0879921,35.22197752
낭만포차,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-14,부산광역시 금정구 오시게로42번길 5,129.087771,35.22106217
행복한한상,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-2,부산광역시 금정구 오시게로54번길 12,129.0882559,35.22155844
바람난여우,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-25,부산광역시 금정구 동현로16번길 66,129.088068,35.22108408
히게,피자; 햄버거; 샌드위치 및 유사 음식점업,부곡4동,부산광역시 금정구 부곡동 391-26,부산광역시 금정구 오시게로 46-2,129.0876272,35.22145214
온천역칼국수,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-27,부산광역시 금정구 오시게로 44,129.0876242,35.22133504
먹거리장터,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-31,부산광역시 금정구 오시게로42번길 3,129.0876525,35.22115433
지에이피물류,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-31,부산광역시 금정구 오시게로42번길 3,129.0876525,35.22115433
홍미식당,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-6,부산광역시 금정구 오시게로 46-3,129.0877818,35.22148552
해랑회물회,한식 해산물 요리 전문점,부곡4동,부산광역시 금정구 부곡동 391-7,부산광역시 금정구 오시게로 46-1,129.0876739,35.22155947
소문난초량할매쭈꾸미,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-8,부산광역시 금정구 오시게로 48,129.0877199,35.22163978
수백당 온천장점,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 391-9,부산광역시 금정구 오시게로 48-1,129.0877663,35.22173811
벌떼,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 392-16,부산광역시 금정구 부곡로 47-1,129.0887902,35.2209815
박가네,한식 육류 요리 전문점,부곡4동,부산광역시 금정구 부곡동 392-2,부산광역시 금정구 부곡로 53,129.0890832,35.22127382
대봉찜닭,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 392-20,부산광역시 금정구 오시게로54번길 26,129.0889433,35.22138437
바로바로물횟집,한식 해산물 요리 전문점,부곡4동,부산광역시 금정구 부곡동 392-30,부산광역시 금정구 부곡로 47,129.088645,35.22088488
현대보쌈돼지국밥,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 392-31,부산광역시 금정구 부곡로 45,129.0885212,35.22076987
서울마님죽,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 392-4,부산광역시 금정구 동현로16번길 65,129.0881816,35.22080276
치킨신드롬,치킨 전문점,부곡4동,부산광역시 금정구 부곡동 392-5,부산광역시 금정구 부곡로 43,129.0883529,35.22062859
백년가마솥옛날통닭,치킨 전문점,부곡4동,부산광역시 금정구 부곡동 393-2,부산광역시 금정구 오시게로42번길 10,129.0876991,35.22082911
회마트,한식 해산물 요리 전문점,부곡4동,부산광역시 금정구 부곡동 393-7,부산광역시 금정구 동현로16번길 84,129.0875488,35.22053432
진미집,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 393-7,부산광역시 금정구 동현로16번길 84,129.0875488,35.22053432
유식당,한식 육류 요리 전문점,부곡4동,부산광역시 금정구 부곡동 394-13,부산광역시 금정구 동현로16번길 95,129.0875308,35.21983174
바다한상,일식 음식점업,부곡4동,부산광역시 금정구 부곡동 394-15,부산광역시 금정구 오시게로28번길 21,129.0878018,35.21969189
언양식육식당,한식 육류 요리 전문점,부곡4동,부산광역시 금정구 부곡동 394-16,부산광역시 금정구 오시게로28번길 19,129.0876819,35.21973
더하다 온천점,한식 면 요리 전문점,부곡4동,부산광역시 금정구 부곡동 394-19,부산광역시 금정구 부곡로 39,129.0880167,35.22036404
해강아구전문점,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 394-2,부산광역시 금정구 동현로16번길 83,129.0878408,35.22035807
풍차,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 394-3,부산광역시 금정구 오시게로42번길 20,129.0880759,35.22053424
곱돌이,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 394-4,부산광역시 금정구 동현로16번길 85,129.0877831,35.22025092
또봉이통닭 부곡점,치킨 전문점,부곡4동,부산광역시 금정구 부곡동 395-1,부산광역시 금정구 부곡로 38,129.0883969,35.22020429
보드람치킨 부곡온천점,치킨 전문점,부곡4동,부산광역시 금정구 부곡동 396-1,부산광역시 금정구 부곡로 32-8,129.088265,35.21934146
미스터짬뽕,중식 음식점업,부곡4동,부산광역시 금정구 부곡동 396-2,부산광역시 금정구 부곡로 28,129.0880004,35.21930097
죽이야기 부곡점,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 396-2,부산광역시 금정구 부곡로 28,129.0880004,35.21930097
두리돈까스,김밥 및 기타 간이 음식점업,부곡4동,부산광역시 금정구 부곡동 397-1,부산광역시 금정구 오시게로28번길 20,129.0875895,35.21955137
비에이치씨치킨 명륜점,치킨 전문점,부곡4동,부산광역시 금정구 부곡동 397-15,부산광역시 금정구 오시게로12번길 23,129.0872589,35.21864691
월도참숯갈비,한식 일반 음식점업,부곡4동,부산광역시 금정구 부곡동 397-15,부산광역시 금정구 오시게로12번길 23,129.0872589,35.21864691
헤이위치,피자; 햄버거; 샌드위치 및 유사 음식점업,부곡4동,부산광역시 금정구 부곡동 397-4,부산광역시 금정구 부곡로 27,129.0875824,35.21927214
하바드치킨점,치킨 전문점,부곡1동,부산광역시 금정구 부곡동 508-1,부산광역시 금정구 동부곡로12번길 1,129.0932337,35.2255276
카페소반,한식 일반 음식점업,부곡1동,부산광역시 금정구 부곡동 508-1,부산광역시 금정구 동부곡로12번길 1,129.0932337,35.2255276
전원장,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 5-28,부산광역시 금정구 오륜대로 96,129.1005396,35.24650579
알밥명가,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 57-6,부산광역시 금정구 오륜대로 14,129.0942131,35.24098333
천복반점,중식 음식점업,부곡3동,부산광역시 금정구 부곡동 59-14,부산광역시 금정구 무학송로 104-1,129.0936381,35.24040754
베스트필,한식 해산물 요리 전문점,부곡3동,부산광역시 금정구 부곡동 59-7,부산광역시 금정구 기찰로 111,129.0938679,35.24080006
밀그린치킨,치킨 전문점,부곡3동,부산광역시 금정구 부곡동 59-8,부산광역시 금정구 무학송로 106,129.0936418,35.24055165
올샌드,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 60-4,부산광역시 금정구 무학송로 105,129.0932893,35.2405127
산장,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 6-1,부산광역시 금정구 오륜대로 78,129.0995921,35.24511646
제면소장전점 해운대,한식 면 요리 전문점,부곡3동,부산광역시 금정구 부곡동 63-1,부산광역시 금정구 수림로20번길 36,129.0907019,35.24155771
조개사무소,한식 육류 요리 전문점,부곡3동,부산광역시 금정구 부곡동 63-1,부산광역시 금정구 수림로20번길 36,129.0907019,35.24155771
강명장요리가,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 63-1,부산광역시 금정구 수림로20번길 36,129.0907019,35.24155771
금정칼국수,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 63-1,부산광역시 금정구 수림로20번길 36,129.0907019,35.24155771
녹우원,한식 육류 요리 전문점,부곡3동,부산광역시 금정구 부곡동 63-15,부산광역시 금정구 중앙대로1763번길 27,129.0911065,35.24148764
진송추어탕 금정구청점,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 63-5,부산광역시 금정구 중앙대로1763번길 19,129.0916798,35.24156784
대구뽈찜 청담동,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 63-9,부산광역시 금정구 중앙대로1763번길 7,129.0923486,35.24152023
자담치킨 부곡점,치킨 전문점,부곡3동,부산광역시 금정구 부곡동 64-23,부산광역시 금정구 부곡온천천로 190,129.0905679,35.242326
따신밥,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 64-35,부산광역시 금정구 중앙대로1793번길 60,129.0918039,35.2421244
소정아구찜,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 64-40,부산광역시 금정구 중앙대로1763번길 20,129.0918299,35.24185361
두부천하,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 65-10,부산광역시 금정구 수림로20번길 25,129.0901994,35.24080943
주촌축산물도매식당,한식 육류 요리 전문점,부곡3동,부산광역시 금정구 부곡동 65-100,부산광역시 금정구 수림로 24,129.0899642,35.23977718
국수가,한식 면 요리 전문점,부곡3동,부산광역시 금정구 부곡동 65-103,부산광역시 금정구 수림로20번길 9,129.0901828,35.24016089
여,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 65-105,부산광역시 금정구 수림로20번길 5,129.090176,35.23989968
토종생오리농원,한식 육류 요리 전문점,부곡3동,부산광역시 금정구 부곡동 65-105,부산광역시 금정구 수림로20번길 5,129.090176,35.23989968
대박손칼국수,한식 면 요리 전문점,부곡3동,부산광역시 금정구 부곡동 65-108,부산광역시 금정구 수림로20번길 21,129.0902067,35.24066512
하나돈까스 부곡점,일식 음식점업,부곡3동,부산광역시 금정구 부곡동 65-112,부산광역시 금정구 수림로20번길 19,129.0902025,35.24050299
류서방짬뽕,중식 음식점업,부곡3동,부산광역시 금정구 부곡동 65-12,부산광역시 금정구 수림로20번길 17,129.090189,35.24040409
차이제이,중식 음식점업,부곡3동,부산광역시 금정구 부곡동 65-12,부산광역시 금정구 수림로20번길 17,129.090189,35.24040409
명품학장고향소갈비찜 부곡직영점,한식 육류 요리 전문점,부곡3동,부산광역시 금정구 부곡동 65-121,부산광역시 금정구 수림로20번길 35,129.0902224,35.24127763
진육회말투아웃,기타 주점업,부곡3동,부산광역시 금정구 부곡동 65-15,부산광역시 금정구 수림로 26,129.0897611,35.23999696
가족도매횟집,일식 음식점업,부곡3동,부산광역시 금정구 부곡동 65-15,부산광역시 금정구 수림로 34,129.0887389,35.23996955
지게꾼돼지갈비,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 65-15,부산광역시 금정구 수림로 32,129.0889743,35.24015473
김엄마생선구이,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 65-3,부산광역시 금정구 부곡온천천로 184,129.0899742,35.24187667
점촌네,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 65-4,부산광역시 금정구 부곡온천천로 182,129.0899272,35.24176034
오륙도낙지,한식 일반 음식점업,부곡3동,부산광역시 금정구 부곡동 65-6,부산광역시 금정구 수림로20번길 49,129.0902026,35.24179162
풍성한회나라,한식 해산물 요리 전문점,부곡3동,부산광역시 금정구 부곡동 65-99,부산광역시 금정구 수림로 22-5,129.0899565,35.23990347
산동짜장마을,중식 음식점업,부곡4동,부산광역시 금정구 부곡동 733-17,부산광역시 금정구 서동로 65,129.0946115,35.21803325
