이름,상권업종소분류명,표준산업분류명,지번주소,건물명,도로명주소,층정보,호정보,경도,위도,휴무일,휴무 간격,여는시간,닫는시간,라스트오더,비고
카페051 영도점,카페,커피 전문점,부산광역시 영도구 대교동2가 120,모닝아일랜드,부산광역시 영도구 태종로 98,,,129.0414751,35.09119202,,,,,,
영커피 모라전통시장점,카페,커피 전문점,부산광역시 사상구 모라동 763-4,청조빌라2차,부산광역시 사상구 사상로481번길 21,,,128.9863742,35.18756036,,,,,,
로드스타커피,카페,커피 전문점,부산광역시 연제구 연산동 1331-13,,부산광역시 연제구 중앙대로 1050,1,,129.0786897,35.18188318,,,,,,
그라치아,카페,커피 전문점,부산광역시 남구 대연동 33-2,만월,부산광역시 남구 용소로13번길 90,3,,129.1051419,35.13801757,,,,,,
언플랜,카페,커피 전문점,부산광역시 부산진구 전포동 361-21,,부산광역시 부산진구 전포대로176번길 12-7,2,,129.0664972,35.15204725,,,,,,
커피파크,카페,커피 전문점,부산광역시 연제구 거제동 1188-16,,부산광역시 연제구 월드컵대로 217,1,,129.0728363,35.18867913,,,,,,
빙수의신,카페,기타 비알코올 음료점업,부산광역시 해운대구 좌동 1314-2,화목데파트,부산광역시 해운대구 세실로 64,1,,129.1776666,35.17097876,,,,,,
텐퍼센트커피 동래구청점,카페,커피 전문점,부산광역시 동래구 복천동 292-10,텐퍼센트,부산광역시 동래구 동래시장길 15-8,1,,129.0850923,35.20392342,,,,,,
플러스82 사하점,카페,커피 전문점,부산광역시 사하구 당리동 341-7,한영오피스텔,부산광역시 사하구 낙동대로372번길 2,1,,128.9776817,35.10238803,,,,,,
자스민커피 부산대정문2호점,카페,커피 전문점,부산광역시 금정구 장전동 419-15,자스민커피,부산광역시 금정구 부산대학로 57,1,,129.0849141,35.2312944,,,8:00,0:00,,
이자벨,카페,커피 전문점,부산광역시 강서구 대저2동 2102-3,,부산광역시 강서구 공항앞길51번길 28,,,128.9526513,35.17788961,,,,,,
히떼로스터리 강서점,카페,커피 전문점,부산광역시 강서구 대저2동 4407-9,,부산광역시 강서구 공항로 475,2,,128.9525953,35.15030535,,,,,,
오브제파파야,카페,커피 전문점,부산광역시 해운대구 우동 515,,부산광역시 해운대구 우동1로38번가길 5,2,,129.1580401,35.16501315,,,,,,
하삼동커피 부평깡통시장점,카페,커피 전문점,부산광역시 중구 부평동2가 68-4,,부산광역시 중구 흑교로 18,1,,129.0253077,35.10113287,,,,,,
올선데이,카페,커피 전문점,부산광역시 부산진구 부전동 198-12,,부산광역시 부산진구 중앙대로680번길 19,1,,129.0602475,35.1535325,,,,,,
빙수당 가야점,카페,기타 비알코올 음료점업,부산광역시 부산진구 가야동 50-1,유림,부산광역시 부산진구 가야대로 613,,,129.0391353,35.15568312,,,,,,
로이파이 센텀점,카페,커피 전문점,부산광역시 해운대구 재송동 1212,일부호큐,부산광역시 해운대구 센텀중앙로 90,,,129.1264327,35.17543989,,,,,,
스탠다드카페,카페,커피 전문점,부산광역시 금정구 부곡동 392-4,영화,부산광역시 금정구 동현로16번길 65,,,129.0881816,35.22080276,,,,,,
더벤티 롯데마트광복점,카페,커피 전문점,부산광역시 중구 중앙동7가 20-1,롯데마트,부산광역시 중구 중앙대로 2,,,129.0367073,35.0983104,,,,,,
투앤써티 해운대CC점,카페,커피 전문점,부산광역시 기장군 정관읍 병산리 산 6,,부산광역시 기장군 정관읍 병산2로 265,1,,129.2041404,35.36370877,,,,,,
다만茶,카페,기타 비알코올 음료점업,부산광역시 남구 용호동 958,빌리브센트로,부산광역시 남구 분포로 61,2,,129.1119123,35.13129426,,,,,,
유빙수,카페,커피 전문점,부산광역시 남구 대연동 1761-17,,부산광역시 남구 못골로12번길 69,2,,129.087636,35.13554497,,,,,,
하삼동커피 당감백산점,카페,커피 전문점,부산광역시 부산진구 당감동 768-1,백산,부산광역시 부산진구 백양순환로 51,,,129.0331677,35.16940909,,,,,,
프루쉬 중앙점,카페,기타 비알코올 음료점업,부산광역시 중구 중앙동4가 81-21,굿어스빌딩,부산광역시 중구 충장대로9번길 31,1,,129.0377078,35.10810736,,,,,,
바비노커피,카페,커피 전문점,부산광역시 부산진구 양정동 138-7,정원스카이힐,부산광역시 부산진구 연제로9번길 53,1,,129.0754319,35.17506325,,,,,,
웨스틴원,카페,커피 전문점,부산광역시 수영구 광안동 205,도시철도광안역,부산광역시 수영구 수영로 576,,,129.1131714,35.15792842,,,,,,
헤이키커피 부산전포점,카페,커피 전문점,부산광역시 부산진구 전포동 337-8,,부산광역시 부산진구 전포대로200번길 33,1,,129.0673445,35.15474528,,,,,,
영커피 안락뜨란채점,카페,커피 전문점,부산광역시 동래구 안락동 1242,안락뜨란채2단지,부산광역시 동래구 연안로 74,1,,129.110154,35.19274741,,,,,,
솔롱고스,카페,커피 전문점,부산광역시 사하구 신평동 587-4,,부산광역시 사하구 하신번영로201번길 23,1,,128.9569299,35.09898496,,,,,,
뮤제드블루,카페,커피 전문점,부산광역시 해운대구 중동 555-2,청사포정거장,부산광역시 해운대구 청사포로 116,2,,129.1913977,35.16124206,,,,,,
아덴블랑제리 초량점,카페,커피 전문점,부산광역시 동구 수정동 1032-26,,부산광역시 동구 홍곡중로 2,1,,129.0403497,35.12433806,,,,,,
히얼이즈커피 부산대병원점,카페,커피 전문점,부산광역시 서구 아미동2가 16-1,,부산광역시 서구 구덕로185번길 34-12,1,,129.0180982,35.10181187,,,,,,
폴링스노우,카페,커피 전문점,부산광역시 부산진구 범천동 851-1,대원아파트,부산광역시 부산진구 황령대로18번길 43,1,,129.0620849,35.14633699,,,,,,
하삼동 커피범천점,카페,커피 전문점,부산광역시 부산진구 범천동 847-15,,부산광역시 부산진구 범일로 166,1,,129.0595545,35.14475794,,,,,,
리안케이,카페,커피 전문점,부산광역시 수영구 광안동 50-2,더폼타워,부산광역시 수영구 무학로9번길 141,,,129.1175342,35.16749452,,,,,,
히스피커피 부전역점,카페,커피 전문점,부산광역시 부산진구 부전동 20-4,,부산광역시 부산진구 중앙대로 801,1,,129.0633401,35.16345571,,,,,,
더벤티 부산초량점,카페,커피 전문점,부산광역시 동구 초량동 1226,범양레우스센트럴베이,부산광역시 동구 초량중로 114,1,,129.0416539,35.12121607,,,,,,
바바,카페,커피 전문점,부산광역시 부산진구 양정동 350-12,,부산광역시 부산진구 중앙대로928번길 20,1,,129.0719097,35.17206865,,,,,,
블루샥망미더샵,카페,커피 전문점,부산광역시 수영구 망미동 693-1,더파크리치,부산광역시 수영구 연수로315번길 24,,,129.1053749,35.17345589,,,,,,
워커라운지,카페,커피 전문점,부산광역시 연제구 연산동 825-19,,부산광역시 연제구 황령산로 624,1,,129.0820457,35.17489563,,,,,,
더벤티 부산수안점,카페,커피 전문점,부산광역시 동래구 수안동 182,성완세띠앙,부산광역시 동래구 충렬대로238번길 7,,,129.085477,35.20093398,,,,,,
차향,카페,커피 전문점,부산광역시 동래구 명륜동 696-21,,부산광역시 동래구 명륜로187번길 5,1,,129.0822375,35.21036173,,,,,,
또우갤러리까페,카페,커피 전문점,부산광역시 연제구 연산동 380-1,,부산광역시 연제구 과정로 265,1,,129.0981467,35.18771143,,,,,,
씨엔에스플러스,카페,커피 전문점,부산광역시 동래구 온천동 1838,동래효성해링턴플레이스,부산광역시 동래구 아시아드대로255번길 14,1,,129.0678176,35.20721161,,,,,,
콜프로스터스 명지점,카페,커피 전문점,부산광역시 강서구 명지동 3380-3,,부산광역시 강서구 명지국제6로318번길 34,1,,128.9264873,35.10306844,,,,,,
금사락카페,카페,커피 전문점,부산광역시 금정구 회동동 157-6,욱성화학,부산광역시 금정구 개좌로 162,1,,129.1183168,35.22595618,,,,,,
디티커피,카페,커피 전문점,부산광역시 해운대구 우동 495-5,,부산광역시 해운대구 우동1로 23-1,1,,129.1564287,35.16383433,,,,,,
카페만디,카페,커피 전문점,부산광역시 사하구 괴정동 377-70,,부산광역시 사하구 오작로 104-7,2,,129.00475,35.1003482,,,,,,
카페051 신만덕점,카페,커피 전문점,부산광역시 북구 만덕동 921-14,,부산광역시 북구 덕천로247번길 1,1,,129.0313238,35.2108485,,,,,,
번아웃커피 문창점,카페,커피 전문점,부산광역시 금정구 장전동 418-71,,부산광역시 금정구 부산대학로 50,1,,129.0858411,35.23146767,,,10:00,19:00,,
이지커피,카페,피자; 햄버거; 샌드위치 및 유사 음식점업,부산광역시 해운대구 우동 552-2,,부산광역시 해운대구 우동1로20번길 74,1,,129.1601777,35.16534451,,,,,,
핫스팟빙수,카페,커피 전문점,부산광역시 해운대구 우동 959-7,,부산광역시 해운대구 해운대로483번길 1-7,,,129.1458958,35.16306623,,,,,,
키키스벌스데이,카페,커피 전문점,부산광역시 부산진구 전포동 313-24,,부산광역시 부산진구 서전로58번길 59-8,2,,129.0664986,35.15513821,,,,,,
블루샥연산연동점,카페,커피 전문점,부산광역시 연제구 연산동 342-47,,부산광역시 연제구 과정로 307,1,,129.0937483,35.18869774,,,,,,
커피로만 고려병원점,카페,커피 전문점,부산광역시 남구 대연동 1740-16,고려병원,부산광역시 남구 수영로 238,1,,129.0925998,35.1349006,,,,,,
커피볶는시골커피 석대점,카페,커피 전문점,부산광역시 해운대구 석대동 638,,부산광역시 해운대구 반송로525번길 15,1,,129.1202378,35.21874944,,,,,,
윤슬;가득한집,카페,커피 전문점,부산광역시 수영구 망미동 554-1,일부,부산광역시 수영구 과정로91번길 10,1,,129.1064862,35.17951933,,,,,,
노트-344,카페,커피 전문점,부산광역시 부산진구 전포동 344-10,,부산광역시 부산진구 서전로58번길 91,2,,129.0662542,35.15371854,,,,,,
텐퍼센트 커피서면문화로점,카페,커피 전문점,부산광역시 부산진구 부전동 398-8,,부산광역시 부산진구 서면문화로 26,1,,129.0563322,35.15970892,,,,,,
모퉁이그집,카페,커피 전문점,부산광역시 남구 문현동 626-8,,부산광역시 남구 황령대로74번길 47,1,,129.0675412,35.14777595,,,,,,
디비엔에스푸드,카페,커피 전문점,부산광역시 연제구 연산동 1147-5,,부산광역시 연제구 대리로 15-1,1,,129.08556,35.18142259,,,,,,
다방교육 연수점,카페,커피 전문점,부산광역시 연제구 연산동 3-1,부산광역시교육연수원,부산광역시 연제구 토곡로 66,,,129.1008414,35.18323103,,,,,,
컴포즈커피 사하점,카페,커피 전문점,부산광역시 사하구 괴정동 1284,사하역비스타동원,부산광역시 사하구 낙동대로 280,,,128.984261,35.10011765,,,,,,
시스터테라,카페,커피 전문점,부산광역시 해운대구 석대동 152-3,,부산광역시 해운대구 반송로757번길 4-1,,,129.1438339,35.22200135,,,,,,
리오더,카페,커피 전문점,부산광역시 금정구 장전동 643-318,,부산광역시 금정구 장전온천천로 35,1,,129.0886653,35.22810272,,,평일 10:00/주말 11:00,18:00,,
설빙,카페,커피 전문점,부산광역시 금정구 장전동 293-173,,부산광역시 금정구 금정로60번길 28,2,,129.0878333,35.22949584,,,,,,
비콤마카페,카페,커피 전문점,부산광역시 강서구 신호동 315-4,신호관광호,부산광역시 강서구 신호산단1로72번길 58,8,,128.8722989,35.08173903,,,,,,
러츠커피,카페,제과점업,부산광역시 기장군 기장읍 죽성리 512-1,,부산광역시 기장군 기장읍 기장해안로 948,2,,129.2419585,35.23858783,,,,,,
하삼동커피 괴정대티점,카페,커피 전문점,부산광역시 사하구 괴정동 310-4,,부산광역시 사하구 낙동대로 154,1,,128.9991369,35.10309039,,,,,,
레이크커피바,카페,커피 전문점,부산광역시 수영구 광안동 146-22,,부산광역시 수영구 수영로594번길 32,1,,129.1151608,35.15847944,,,,,,
카페16온스 연산점,카페,커피 전문점,부산광역시 연제구 연산동 584-1,한성기린,부산광역시 연제구 세병로 16,,,129.0843668,35.19057183,,,,,,
하삼동커피 신평펜타플렉스점,카페,커피 전문점,부산광역시 사하구 신평동 493,제알,부산광역시 사하구 신산로 120,1,,128.9685718,35.08927087,,,,,,
플라우드,카페,커피 전문점,부산광역시 연제구 거제동 38-33,,부산광역시 연제구 거제대로230번길 18,,,129.0744963,35.1874792,,,,,,
히얼이즈커피 부산법원점,카페,커피 전문점,부산광역시 연제구 거제동 1488-5,다성빌딩,부산광역시 연제구 법원로32번길 19,1,,129.0752628,35.19128696,,,,,,
컴포즈커피 화명하늘채후문점,카페,커피 전문점,부산광역시 북구 화명동 2290,코오롱하늘채1차,부산광역시 북구 화명신도시로 70,1,,129.0115242,35.23077949,,,,,,
블랙티어 연산점,카페,커피 전문점,부산광역시 연제구 연산동 1051-10,,부산광역시 연제구 과정로265번길 4,1,,129.0980234,35.18761444,,,,,,
카페마일로 광안비치점,카페,커피 전문점,부산광역시 수영구 광안동 201-5,일부호광안지웰에스테이트,부산광역시 수영구 광안해변로 165,,,129.115029,35.14957836,,,,,,
디저트트롤리,카페,커피 전문점,부산광역시 강서구 대저1동 229-1,일부,부산광역시 강서구 공항로 1385,1,,128.9911542,35.22103236,,,,,,
디저트39 부산모라점,카페,커피 전문점,부산광역시 사상구 모라동 1136,,부산광역시 사상구 사상로489번길 28,1,,128.986467,35.18866728,,,,,,
아임프루트 사하본점,카페,기타 비알코올 음료점업,부산광역시 사하구 하단동 614-38,,부산광역시 사하구 낙동대로457번길 33,1,,128.9670465,35.10473297,,,,,,
카페나리슬,카페,커피 전문점,부산광역시 해운대구 우동 519-8,,부산광역시 해운대구 우동1로38번길 17,2,,129.1586059,35.1656609,,,,,,
컴포즈커피일광신도시 푸르지오점,카페,커피 전문점,부산광역시 기장군 일광읍 삼성리 781,,부산광역시 기장군 일광읍 해빛로 39-22,1,,129.2226842,35.26680605,,,,,,
텐퍼센트 사직롯데캐슬점,카페,커피 전문점,부산광역시 동래구 사직동 107-1,,부산광역시 동래구 아시아드대로 146,1,,129.0657911,35.19743264,,,,,,
트루먼디저트,카페,커피 전문점,부산광역시 해운대구 우동 1407,해운대두산위브더제니스,부산광역시 해운대구 마린시티2로 33,,,129.14482,35.15720081,,,,,,
