이름,표준산업분류명,행정동명,지번주소,도로명주소,경도,위도
미당,예술품 및 골동품 소매업,온천3동,부산광역시 동래구 온천동 1244-3,부산광역시 동래구 아시아드대로181번가길 96-1,129.0648506,35.20537885
타임,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 423-5,부산광역시 금정구 금강로 242,129.0849245,35.22955501
더블유앤슈,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 423-36,부산광역시 금정구 부산대학로49번길 38,129.085343,35.22960186
프로월드컵,기타 의복 소매업,온천1동,부산광역시 동래구 온천동 153-8,부산광역시 동래구 중앙대로 1523,129.0855805,35.22128918
부산대NC 후아유,셔츠 및 블라우스 소매업,장전2동,부산광역시 금정구 장전동 40,부산광역시 금정구 부산대학로63번길 2,129.083829,35.23224128
파크랜드 두실점,남자용 겉옷 소매업,구서2동,부산광역시 금정구 구서동 158-1,부산광역시 금정구 금강로 594,129.087896,35.26063834
인디고뱅크키즈 부산대점,기타 의복 소매업,장전2동,부산광역시 금정구 장전동 40,부산광역시 금정구 부산대학로63번길 2,129.083829,35.23224128
리버클래시 부산대점,남자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 423-34,부산광역시 금정구 부산대학로49번길 36,129.0853677,35.22970958
트레드후스롯데 동래점,신발 소매업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
세겐,속옷 및 잠옷 소매업,명륜동,부산광역시 동래구 명륜동 673-12,부산광역시 동래구 명륜로 175,129.0821834,35.2095336
토마토,여자용 겉옷 소매업,온천1동,부산광역시 동래구 온천동 141-9,부산광역시 동래구 온천장로119번가길 25,129.0815435,35.22102527
마야,신발 소매업,장전2동,부산광역시 금정구 장전동 415-19,부산광역시 금정구 금정로68번길 11,129.0871292,35.23073355
갤러리문,예술품 및 골동품 소매업,장전1동,부산광역시 금정구 장전동 152-2,부산광역시 금정구 금강로335번길 35,129.0845515,35.23772583
잇미샤,여자용 겉옷 소매업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
슈에뜨,신발 소매업,장전2동,부산광역시 금정구 장전동 303-4,부산광역시 금정구 금정로60번길 23-5,129.0874495,35.22994402
민타이테라피,화장품; 비누 및 방향제 소매업,구서1동,부산광역시 금정구 구서동 86-55,부산광역시 금정구 구서로 2,129.090716,35.24681114
프로토콜,문구용품 및 회화용품 소매업,구서1동,부산광역시 금정구 구서동 490-19,부산광역시 금정구 체육공원로19번길 16,129.0953456,35.24657785
핑롯데 동래점,기타 의복 소매업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
오드리,기타 의복 소매업,온천3동,부산광역시 동래구 온천동 1412-1,부산광역시 동래구 아시아드대로 234,129.0690413,35.20394654
세연여우별악세사리,의복 액세서리 및 모조 장신구 소매업,장전2동,부산광역시 금정구 장전동 643-83,부산광역시 금정구 장전온천천로 43,129.0890625,35.22903306
아이비,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 293-14,부산광역시 금정구 장전로12번길 46,129.0884114,35.22976522
씨엔에스 구서점,셔츠 및 블라우스 소매업,구서1동,부산광역시 금정구 구서동 86-30,부산광역시 금정구 구서로 10,129.0901242,35.24686643
화이트뷰티,화장품; 비누 및 방향제 소매업,장전1동,부산광역시 금정구 장전동 211-11,부산광역시 금정구 금정로 159-1,129.0876895,35.23887926
비엘라,여자용 겉옷 소매업,장전1동,부산광역시 금정구 장전동 106-29,부산광역시 금정구 수림로62번길 23,129.0856796,35.24103162
하비카페에이스,게임용구; 인형 및 장난감 소매업,온천1동,부산광역시 동래구 온천동 442-11,부산광역시 동래구 금강로 70,129.077675,35.21530636
진아,여자용 겉옷 소매업,온천1동,부산광역시 동래구 온천동 189-13,부산광역시 동래구 차밭골로20번길 60,129.0817478,35.21827325
어쩔문구완구,문구용품 및 회화용품 소매업,명륜동,부산광역시 동래구 명륜동 757,부산광역시 동래구 명륜로 170,129.0829515,35.20994393
굿드림,서적; 신문 및 잡지류 소매업,구서2동,부산광역시 금정구 구서동 215-4,부산광역시 금정구 금강로578번길 20-1,129.0887709,35.25876688
찌니공방,의복 액세서리 및 모조 장신구 소매업,부곡3동,부산광역시 금정구 부곡동 200-70,부산광역시 금정구 기찰로96번길 3-3,129.0939445,35.2395101
도토리책방,서적; 신문 및 잡지류 소매업,온천2동,부산광역시 동래구 온천동 771-21,부산광역시 동래구 중앙대로1381번길 64,129.0745722,35.2116108
싸게파는집,여자용 겉옷 소매업,명륜동,부산광역시 동래구 명륜동 446-5,부산광역시 동래구 명륜로 115,129.0825911,35.20400253
이니스프리동래점 롯데마트,섬유; 의복; 신발 및 가죽제품 중개업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
테일러메이드롯데 동래점,남자용 겉옷 소매업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
옷가게,남자용 겉옷 소매업,온천1동,부산광역시 동래구 온천동 145-20,부산광역시 동래구 온천장로125번길 45,129.083128,35.22329593
위드,의복 액세서리 및 모조 장신구 소매업,장전2동,부산광역시 금정구 장전동 302-22,부산광역시 금정구 금정로60번길 14,129.0871137,35.22969749
모자티헤어증모,화장품; 비누 및 방향제 소매업,온천2동,부산광역시 동래구 온천동 1439-7,부산광역시 동래구 충렬대로 157-1,129.0776294,35.20489884
다연DAYEON,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 164-62,부산광역시 동래구 중앙대로1493번길 30,129.083369,35.21940783
장난감소매업,게임용구; 인형 및 장난감 소매업,온천1동,부산광역시 동래구 온천동 141-5,부산광역시 동래구 온천장로119번가길 15,129.0819138,35.2213343
준패션,남자용 겉옷 소매업,명륜동,부산광역시 동래구 명륜동 557-8,부산광역시 동래구 명륜로139번길 27,129.0804612,35.20615687
부산대NC 엘레강스,가방 및 기타 가죽제품 소매업,장전2동,부산광역시 금정구 장전동 40,부산광역시 금정구 부산대학로63번길 2,129.083829,35.23224128
화장품소매업,화장품; 비누 및 방향제 소매업,온천3동,부산광역시 동래구 온천동 1460-20,부산광역시 동래구 여고북로123번나길 33-2,129.0731892,35.20299244
움,여자용 겉옷 소매업,구서1동,부산광역시 금정구 구서동 87-9,부산광역시 금정구 구서로 12,129.089741,35.24734164
동사서독,서적; 신문 및 잡지류 소매업,장전2동,부산광역시 금정구 장전동 417-5,부산광역시 금정구 금정로 87,129.0866452,35.23241803
유니온,신발 소매업,온천3동,부산광역시 동래구 온천동 1465-28,부산광역시 동래구 여고북로 97,129.070361,35.20100424
앨리스,가죽 및 모피 의복 소매업,온천3동,부산광역시 동래구 온천동 1451-41,부산광역시 동래구 충렬대로108번길 54,129.072916,35.20433984
콜핑부산온천장점,기타 의복 소매업,온천1동,부산광역시 동래구 온천동 170-2,부산광역시 동래구 금강공원로 11-1,129.08296,35.21844163
리담,의복 액세서리 및 모조 장신구 소매업,온천1동,부산광역시 동래구 온천동 193-6,부산광역시 동래구 금강로106번길 8-3,129.0797004,35.21808316
채채,셔츠 및 블라우스 소매업,온천3동,부산광역시 동래구 온천동 615-14,부산광역시 동래구 충렬대로126번길 41,129.0737997,35.20411743
에스콰이아콜렉션,가방 및 기타 가죽제품 소매업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
빈티지베이커리,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 414-7,부산광역시 금정구 장전온천천로 65,129.0886671,35.23074305
셔플,게임용구; 인형 및 장난감 소매업,온천3동,부산광역시 동래구 온천동 1442-8,부산광역시 동래구 충렬대로 134-1,129.0750179,35.20539421
쁘띠룩스,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 421-14,부산광역시 금정구 금정로 61,129.0861582,35.2301285
위라이크 부산대점,셔츠 및 블라우스 소매업,장전2동,부산광역시 금정구 장전동 40,부산광역시 금정구 부산대학로63번길 2,129.083829,35.23224128
별테라피,화장품; 비누 및 방향제 소매업,온천2동,부산광역시 동래구 온천동 750-60,부산광역시 동래구 중앙대로1367번길 32-6,129.0763942,35.20985835
클렉션황보,여자용 겉옷 소매업,부곡3동,부산광역시 금정구 부곡동 63-11,부산광역시 금정구 수림로 6,129.0919027,35.23955443
지뮨화장품,화장품; 비누 및 방향제 소매업,온천2동,부산광역시 동래구 온천동 751-17,부산광역시 동래구 중앙대로1367번길 44-21,129.07587,35.21083158
지스칼프,화장품; 비누 및 방향제 소매업,장전1동,부산광역시 금정구 장전동 97-2,부산광역시 금정구 금강로391번길 11,129.0860749,35.24316953
명성골프,기타 의복 소매업,온천3동,부산광역시 동래구 온천동 1462-35,부산광역시 동래구 여고북로123번라길 10,129.0706897,35.20271081
갤러리mikki,예술품 및 골동품 소매업,명륜동,부산광역시 동래구 명륜동 564-12,부산광역시 동래구 명륜로 141,129.0818861,35.20649282
아이엠북스,서적; 신문 및 잡지류 소매업,온천1동,부산광역시 동래구 온천동 442-13,부산광역시 동래구 금강로 68-1,129.0776142,35.2150731
올가드림뷰티,화장품; 비누 및 방향제 소매업,명륜동,부산광역시 동래구 명륜동 15-16,부산광역시 동래구 시실로 46-2,129.0879974,35.21532695
수성,화장품; 비누 및 방향제 소매업,구서2동,부산광역시 금정구 구서동 655-22,부산광역시 금정구 금강로 561,129.0875651,35.25758918
반타,남자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 312-17,부산광역시 금정구 금정로68번길 12-4,129.0870976,35.23035561
용주불교용품,기념품; 관광 민예품 및 장식용품 소매업,온천1동,부산광역시 동래구 온천동 182-3,부산광역시 동래구 온천장로 81,129.0821839,35.21858114
스테이프리,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 293-163,부산광역시 금정구 금정로60번길 29,129.0879253,35.22965646
보우,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 293-12,부산광역시 금정구 금정로68번길 46,129.0888959,35.23024347
럭셔리뷰티미남점,화장품; 비누 및 방향제 소매업,온천3동,부산광역시 동래구 온천동 1422-18,부산광역시 동래구 아시아드대로 258-1,129.0690299,35.20652404
퀸마켓,여자용 겉옷 소매업,장전1동,부산광역시 금정구 장전동 222-9,부산광역시 금정구 금정로149번길 7,129.0873349,35.23790313
에브리데이엘린부산 동래점,여자용 겉옷 소매업,명륜동,부산광역시 동래구 명륜동 433-5,부산광역시 동래구 명륜로 101,129.0831668,35.20290223
양말가게,속옷 및 잠옷 소매업,장전2동,부산광역시 금정구 장전동 419-56,부산광역시 금정구 부산대학로63번길 22,129.0839202,35.23065369
르몽드뷰티,화장품; 비누 및 방향제 소매업,명륜동,부산광역시 동래구 명륜동 795,부산광역시 동래구 명륜로 222,129.0836692,35.21396872
소재원,예술품 및 골동품 소매업,장전1동,부산광역시 금정구 장전동 221-9,부산광역시 금정구 부산대학로64번길 130,129.0860644,35.2371861
블리스,여자용 겉옷 소매업,구서2동,부산광역시 금정구 구서동 164-29,부산광역시 금정구 중앙대로1945번길 20,129.0901185,35.2581939
예뻐졌다동래3차SK뷰점,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 1850,부산광역시 동래구 온천장로65번길 9,129.079823,35.21643195
옐로베베,셔츠 및 블라우스 소매업,부곡3동,부산광역시 금정구 부곡동 223-70,부산광역시 금정구 중앙대로1719번길 18,129.0911469,35.23792741
복화장품,화장품; 비누 및 방향제 소매업,부곡3동,부산광역시 금정구 부곡동 15-11,부산광역시 금정구 무학송로 134,129.0940912,35.24307609
뱅뱅 부산두실점,셔츠 및 블라우스 소매업,구서2동,부산광역시 금정구 구서동 175-18,부산광역시 금정구 중앙대로 1933-1,129.0910337,35.25704265
유앤큐,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 423-17,부산광역시 금정구 금강로 246,129.0849874,35.22986932
피플,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 293-130,부산광역시 금정구 장전로12번길 36,129.0881896,35.22925539
신디,셔츠 및 블라우스 소매업,장전2동,부산광역시 금정구 장전동 40,부산광역시 금정구 부산대학로63번길 2,129.083829,35.23224128
케이투통상,셔츠 및 블라우스 소매업,부곡1동,부산광역시 금정구 부곡동 389-8,부산광역시 금정구 오시게로54번길 7,129.0883674,35.22205215
토지서점,서적; 신문 및 잡지류 소매업,장전1동,부산광역시 금정구 장전동 65-1,부산광역시 금정구 금정로193번길 29,129.0867327,35.24268959
룬갤러리,예술품 및 골동품 소매업,장전2동,부산광역시 금정구 장전동 651-66,부산광역시 금정구 온천장로 134,129.0855533,35.22237103
성길,셔츠 및 블라우스 소매업,온천2동,부산광역시 동래구 온천동 502-3,부산광역시 동래구 중앙대로 1393,129.0774734,35.21170521
신북촌헌책방,기타 중고 상품 소매업,장전1동,부산광역시 금정구 장전동 146-5,부산광역시 금정구 수림로85번길 53,129.0831956,35.23753291
올리브,여자용 겉옷 소매업,온천1동,부산광역시 동래구 온천동 153-8,부산광역시 동래구 중앙대로 1523,129.085065,35.22088354
아가월드몬테소리동래지사,서적; 신문 및 잡지류 소매업,온천2동,부산광역시 동래구 온천동 784-12,부산광역시 동래구 금강로10번길 4,129.0724597,35.21230483
조은눈코스메틱,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 153-23,부산광역시 동래구 온천장로 123-1,129.0847786,35.22170852
코모빈티지,셔츠 및 블라우스 소매업,장전1동,부산광역시 금정구 장전동 145-24,부산광역시 금정구 수림로85번길 50,129.0828932,35.23773637
예술품소매업,예술품 및 골동품 소매업,장전2동,부산광역시 금정구 장전동 335-19,부산광역시 금정구 금정로 48-4,129.0864406,35.22871784
닥터파우제,화장품; 비누 및 방향제 소매업,명륜동,부산광역시 동래구 명륜동 533-125,부산광역시 동래구 온천천로 179-1,129.0790431,35.20350481
블루샵,남자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 293-166,부산광역시 금정구 금정로60번길 27-8,129.0880304,35.22989795
엠에스몰,여자용 겉옷 소매업,온천3동,부산광역시 동래구 온천동 1349-1,부산광역시 동래구 아시아드대로255번가길 6,129.067131,35.20784514
포레,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 100-13,부산광역시 동래구 금강로131번길 42,129.0789295,35.22143967
올가드림뷰티미남점,화장품; 비누 및 방향제 소매업,온천2동,부산광역시 동래구 온천동 784-31,부산광역시 동래구 금강로10번길 21,129.0727972,35.21175836
행복,셔츠 및 블라우스 소매업,장전2동,부산광역시 금정구 장전동 651-64,부산광역시 금정구 식물원로9번길 36,129.0857912,35.2226553
예나르SMP,화장품; 비누 및 방향제 소매업,명륜동,부산광역시 동래구 명륜동 548-15,부산광역시 동래구 명륜로139번길 51,129.0792652,35.20618643
에이치랩,서적; 신문 및 잡지류 소매업,구서2동,부산광역시 금정구 구서동 153-21,부산광역시 금정구 금단로99번길 15-1,129.0934933,35.25741463
이니스프리메가마트 동래점,섬유; 의복; 신발 및 가죽제품 중개업,명륜동,부산광역시 동래구 명륜동 506-3,부산광역시 동래구 충렬대로 197,129.0811338,35.20455026
소담스킨케어,화장품; 비누 및 방향제 소매업,구서2동,부산광역시 금정구 구서동 184-38,부산광역시 금정구 중앙대로 1911,129.0910894,35.25493301
궁,화장품; 비누 및 방향제 소매업,부곡4동,부산광역시 금정구 부곡동 394-21,부산광역시 금정구 오시게로42번길 18,129.0879579,35.22064441
아이클링,서적; 신문 및 잡지류 소매업,명륜동,부산광역시 동래구 명륜동 677-11,부산광역시 동래구 명륜로177번길 6-10,129.0822308,35.21010051
민트,의복 액세서리 및 모조 장신구 소매업,장전2동,부산광역시 금정구 장전동 293-117,부산광역시 금정구 금정로60번길 39,129.0884374,35.22949442
큐사랑 구서점,화장품; 비누 및 방향제 소매업,구서1동,부산광역시 금정구 구서동 409-9,부산광역시 금정구 금강로 445,129.0887605,35.24723241
라인샵,셔츠 및 블라우스 소매업,부곡1동,부산광역시 금정구 부곡동 308-2,부산광역시 금정구 동부곡로 8,129.0925774,35.22562907
두실옷집,여자용 겉옷 소매업,구서2동,부산광역시 금정구 구서동 166-23,부산광역시 금정구 중앙대로1929번길 40-1,129.0889423,35.25645699
큐사랑 금정점,화장품; 비누 및 방향제 소매업,구서1동,부산광역시 금정구 구서동 76-5,부산광역시 금정구 체육공원로 49,129.0973126,35.24831
말랑문구,문구용품 및 회화용품 소매업,온천3동,부산광역시 동래구 온천동 1617-26,부산광역시 동래구 쇠미로129번길 5-3,129.0600079,35.20273988
마인드브릿지 부산대점,남자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 293-4,부산광역시 금정구 금정로68번길 36,129.0884035,35.23031505
더마코퍼레이션,화장품; 비누 및 방향제 소매업,구서2동,부산광역시 금정구 구서동 159-2,부산광역시 금정구 두실로 19-1,129.0890342,35.2604655
인경클래식도감,가방 및 기타 가죽제품 소매업,구서1동,부산광역시 금정구 구서동 490-19,부산광역시 금정구 체육공원로19번길 16,129.0953456,35.24657785
언니쓰뷰티,화장품; 비누 및 방향제 소매업,온천2동,부산광역시 동래구 온천동 1408-6,부산광역시 동래구 충렬대로95번길 15,129.0716424,35.20866014
에이치마켓플러스,셔츠 및 블라우스 소매업,장전2동,부산광역시 금정구 장전동 643-83,부산광역시 금정구 장전온천천로 43,129.0890625,35.22903306
오란다빈티지,기타 중고 상품 소매업,장전2동,부산광역시 금정구 장전동 413-33,부산광역시 금정구 장전온천천로73번길 9,129.0881618,35.23159885
이니스프리 부산대점,화장품; 비누 및 방향제 소매업,장전2동,부산광역시 금정구 장전동 305-3,부산광역시 금정구 금정로68번길 28,129.087888,35.23034197
네이처리퍼블릭명륜역점,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 489-4,부산광역시 동래구 중앙대로 1414,129.0796915,35.21256827
루나,의복 액세서리 및 모조 장신구 소매업,구서2동,부산광역시 금정구 구서동 1049,부산광역시 금정구 금강로 503,129.0864946,35.2526874
다사랑문고,서적; 신문 및 잡지류 소매업,장전2동,부산광역시 금정구 장전동 422-7,부산광역시 금정구 부산대학로49번길 49,129.0854511,35.22910437
한국유통,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 165-2,부산광역시 동래구 금강공원로 10-1,129.08351,35.21890977
물음표,남자용 겉옷 소매업,구서2동,부산광역시 금정구 구서동 164-29,부산광역시 금정구 중앙대로1945번길 20,129.0901185,35.2581939
홀리카홀리카메가마트 동래점,섬유; 의복; 신발 및 가죽제품 중개업,명륜동,부산광역시 동래구 명륜동 506-3,부산광역시 동래구 충렬대로 197,129.0811338,35.20455026
쌍방울트라이동래 상설점,속옷 및 잠옷 소매업,온천3동,부산광역시 동래구 온천동 1250-24,부산광역시 동래구 아시아드대로 213-1,129.0661116,35.2031495
파라오풋,화장품; 비누 및 방향제 소매업,명륜동,부산광역시 동래구 명륜동 553-6,부산광역시 동래구 명륜로129번길 12-8,129.0815682,35.20565121
올리비아로렌 금정직영점,기타 의복 소매업,부곡2동,부산광역시 금정구 부곡동 266-15,부산광역시 금정구 중앙대로 1632,129.0915902,35.22995362
원종사승복집,기타 의복 소매업,온천3동,부산광역시 동래구 온천동 1277-1,부산광역시 동래구 아시아드대로 251,129.0682541,35.20623992
로이(roe),기타 의복 소매업,장전2동,부산광역시 금정구 장전동 293-14,부산광역시 금정구 장전로12번길 46,129.0884114,35.22976522
봉봉스테이션 동래점,게임용구; 인형 및 장난감 소매업,명륜동,부산광역시 동래구 명륜동 502-8,부산광역시 동래구 명륜로129번길 3,129.0819527,35.20523007
아트박스 부산대점,문구용품 및 회화용품 소매업,장전2동,부산광역시 금정구 장전동 414-23,부산광역시 금정구 부산대학로 29,129.0880203,35.23079026
네이처리퍼블릭온천장역,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 1750-1,부산광역시 동래구 중앙대로 1520,129.0864001,35.22027478
투쿨포스쿨 부산대점,화장품; 비누 및 방향제 소매업,장전2동,부산광역시 금정구 장전동 415-16,부산광역시 금정구 금정로68번길 13,129.0873039,35.23069449
이더무역,가방 및 기타 가죽제품 소매업,온천2동,부산광역시 동래구 온천동 1435-27,부산광역시 동래구 중앙대로1333번길 12,129.076653,35.20622227
더고은피부,화장품; 비누 및 방향제 소매업,온천1동,부산광역시 동래구 온천동 474-19,부산광역시 동래구 동래로19번길 2,129.0781163,35.21280259
홀리카홀리카 이마트금정점,섬유; 의복; 신발 및 가죽제품 중개업,구서1동,부산광역시 금정구 구서동 368,부산광역시 금정구 중앙대로1841번길 24,129.0905986,35.24994014
부루앤쥬디,여자용 겉옷 소매업,장전2동,부산광역시 금정구 장전동 40,부산광역시 금정구 부산대학로63번길 2,129.083829,35.23224128
노마진,기타 의복 소매업,장전2동,부산광역시 금정구 장전동 293-97,부산광역시 금정구 장전로12번길 56,129.0886063,35.23008627
아트박스 부산대점,문구용품 및 회화용품 소매업,장전2동,부산광역시 금정구 장전동 420-1,부산광역시 금정구 부산대학로 49,129.0856681,35.23114623
샵타이 부산대점,화장품; 비누 및 방향제 소매업,장전2동,부산광역시 금정구 장전동 417-39,부산광역시 금정구 부산대학로 48,129.0860707,35.23142766
나인온스 두실점,기타 의복 소매업,구서2동,부산광역시 금정구 구서동 163-25,부산광역시 금정구 중앙대로 1949,129.0910893,35.25834834
법계도원,기타 의복 소매업,구서2동,부산광역시 금정구 구서동 1016-1,부산광역시 금정구 두실로45번길 25,129.0860549,35.26039076
오드앤앤즈,서적; 신문 및 잡지류 소매업,구서2동,부산광역시 금정구 구서동 1023-36,부산광역시 금정구 금강로565번길 55,129.0847575,35.25863787
마이쓰 코리아,게임용구; 인형 및 장난감 소매업,명륜동,부산광역시 동래구 명륜동 533-115,부산광역시 동래구 명륜로129번길 54,129.0793341,35.2054463
셀포랩자스민아로마,화장품; 비누 및 방향제 소매업,구서1동,부산광역시 금정구 구서동 260-12,부산광역시 금정구 금강로 451-2,129.0885559,35.24782169
마인드오프,서적; 신문 및 잡지류 소매업,부곡4동,부산광역시 금정구 부곡동 338-18,부산광역시 금정구 서동로5번길 24,129.0924045,35.2218923
픽팝,게임용구; 인형 및 장난감 소매업,장전2동,부산광역시 금정구 장전동 293-173,부산광역시 금정구 금정로60번길 28,129.0878446,35.22950466
OURR 아우어,;,명륜동,부산광역시 동래구 명륜동 433-5,부산광역시 동래구 명륜로 101,129.083174248833,35.2029093082149
금빛상점,;,장전동,부산광역시 금정구 장전동 106-29,부산광역시 금정구 수림로62번길 23,129.085673662249,35.2410263147868
꽃도좋고너도좋고,;,장전동,부산광역시 금정구 장전동 419-27,부산광역시 금정구 금강로 249,129.084680417555,35.2303740305266
꽃도좋고너도좋고2,;,장전동,부산광역시 금정구 장전동 145-24,부산광역시 금정구 수림로85번길 50,129.08289481785,35.2377386836986
꽃딱지,;,장전동,부산광역시 금정구 장전동 389-40,부산광역시 금정구 금강로 290,129.085930032883,35.2338693122171
꽃지음,;,장전동,부산광역시 금정구 장전동 418-12,부산광역시 금정구 금강로 272,129.085468809007,35.2322205935374
꽃피는나무,;,장전동,부산광역시 금정구 장전동 382-26,부산광역시 금정구 금정로 116,129.087657982831,35.2349133158295
끌레르스튜디오,;,장전동,부산광역시 금정구 장전동 421-12,부산광역시 금정구 금정로 59-8,129.085848446984,35.2301687145861
나라정원,;,구서동,부산광역시 금정구 구서동 164-11,부산광역시 금정구 중앙대로1959번길 23,129.089896219905,35.2590917698172
대광당,;,온천동,부산광역시 동래구 온천동 1412-1,부산광역시 동래구 아시아드대로 234,129.069040555868,35.2039470982169
대동플라워,;,온천동,부산광역시 동래구 온천동 1412-1,부산광역시 동래구 아시아드대로 234,129.069040555868,35.2039470982169
대림컨츄리,;,구서동,부산광역시 금정구 구서동 87-1,부산광역시 금정구 금강로446번길 36,129.089928345415,35.2483080362178
러빙플레르,;,구서동,부산광역시 동래구 명륜동 533-153,부산광역시 동래구 충렬대로 180-4,129.079313149686,35.2036848173441
미니박스,;,장전동,부산광역시 금정구 장전동 293-175,부산광역시 금정구 금정로68번길 42,129.088677041057,35.2302585157921
밀림플랜트,;,장전동,부산광역시 금정구 장전동 400-29,부산광역시 금정구 금강로 255-6,129.084659281375,35.2310501655225
살롱드온실,;,장전동,부산광역시 금정구 장전동 425-13,부산광역시 금정구 부산대학로63번길 50,129.083755974539,35.2294843006355
수야난원&카페,;,명륜동,부산광역시 동래구 명륜동 529-5,부산광역시 동래구 충렬대로 188,129.080176264269,35.2032647383145
씨알꽃방,;,명륜동,부산광역시 금정구 구서동 194-7,부산광역시 금정구 중앙대로 1907,129.091133271565,35.2546907424085
양지화훼,;,장전동,부산광역시 금정구 장전동 635-20,부산광역시 금정구 금정로19번길 11,129.085069030417,35.2264967228129
에이투비수족관 부산점,;,장전동,부산광역시 금정구 장전동 608-1,부산광역시 금정구 금정로 17,129.085576504205,35.2262087112048
에코아트아쿠아,;,장전동,부산광역시 동래구 온천동 1466-1,부산광역시 동래구 여고북로123번가길 23,129.070366112475,35.2016739786468
온실Flowerstudio,;,명륜동,부산광역시 동래구 명륜동 433-5,부산광역시 동래구 명륜로 101,129.083174248833,35.2029093082149
워시더머니,;,장전동,부산광역시 금정구 장전동 312-7,부산광역시 금정구 금정로 64,129.086534991527,35.2303107933053
장전 백화점,;,장전동,부산광역시 금정구 장전동 158-21,부산광역시 금정구 금강로 349-1,129.086278932246,35.2392916249846
제이드오로,;,명륜동,부산광역시 동래구 명륜동 696-67,부산광역시 동래구 명륜로 193-1,129.082536181346,35.2110949031802
지우플라워가든,;,명륜동,부산광역시 동래구 명륜동 680-4,부산광역시 동래구 동래로 67-2,129.080994875299,35.2092100735927
청포수족관,;,구서동,부산광역시 금정구 구서동 731-1,부산광역시 금정구 금강로555번길 19,129.0865268508,35.2569068131721
최정인플라워,;,장전동,부산광역시 금정구 장전동 338-22,부산광역시 금정구 금정로 42-1,129.086247819252,35.2285878843991
카라꽃방,;,장전동,부산광역시 금정구 장전동 393-20,부산광역시 금정구 장전온천천로83번길 24,129.087691592491,35.2327965725307
크림플라워,;,장전동,부산광역시 금정구 장전동 205-1,부산광역시 금정구 수림로 43,129.087666456311,35.2397855785923
테라스플라워,;,명륜동,부산광역시 동래구 명륜동 533-51,부산광역시 동래구 명륜로129번길 51,129.079392504983,35.205225145482
포에트플라워,;,명륜동,부산광역시 동래구 명륜동 586-1,부산광역시 동래구 충렬대로237번길 134,129.082772867789,35.2069028204898
플라워스토리,;,명륜동,부산광역시 금정구 장전동 643-310,부산광역시 금정구 장전로 2,129.088519532063,35.2274691194922
히드라아쿠아,;,부곡동,부산광역시 금정구 부곡동 293-29,부산광역시 금정구 동부곡로5번길 52,129.09291265216,35.2280448313097
